"","Y","D","X","Z"
"162",-0.12294,0,0.84086,0.55586
"163",-2.15925,1,0.00355,-0.81887
"164",3.39978,1,-0.55686,0.62506
"165",-1.47262,0,-0.07525,1.01944
"166",-0.53433,0,-0.85543,0.5013
"167",1.69045,0,0.68489,-2.65714
"168",-1.52658,0,2.23447,0.79765
"169",-0.84166,1,-0.04522,-0.41044
"170",5.95356,1,-0.41355,1.16028
"171",-0.43427,1,0.74464,1.34165
"172",3.38606,1,0.9506,0.00167
"173",-1.31273,1,-0.82624,1.13574
"174",0.51622,0,0.76911,-0.63485
"175",-0.66885,0,0.99154,0.06269
"176",1.60821,1,-1.51031,-0.25843
"177",5.83492,1,0.80333,-0.83696
"178",2.22198,1,-0.02938,-0.27059
"179",0.52863,0,-0.15009,-0.25643
"180",-3.02772,1,-0.68134,-1.72089
"181",4.02213,1,-0.62313,0.83506
"182",-6.652,1,-0.67884,0.74108
"183",-4.66022,1,1.35312,0.75778
"184",-1.21562,0,-0.88983,-0.95614
"185",6.1786,1,0.51009,-0.2877
"186",5.20783,1,1.24018,1.02492
"187",-0.36017,0,0.73618,0.12193
"188",2.25698,1,-0.27742,1.0275
"189",0.00926,0,0.55277,0.65862
"190",0.72977,0,0.17736,0.96312
"191",-0.7369,0,-0.90629,-0.34527
"192",-1.97592,1,0.18036,0.61403
"193",-2.2228,0,-0.6843,-0.70094
"194",-0.67243,0,-0.30921,-2.00631
"195",1.00139,0,0.31872,-0.47784
"196",-2.84844,1,2.10953,-0.36255
"197",0.10549,0,0.71359,0.89647
"198",-1.37607,0,1.11106,-0.95095
"199",3.46709,1,-3.23072,0.66235
"200",0.6161,1,-0.0776,-1.55963
"201",3.06248,1,2.22877,-1.84107
"202",2.97313,1,-1.90749,2.23654
"203",2.05425,0,-1.08411,0.44404
"204",0.85123,0,0.68534,2.72759
"205",7.62319,1,1.59857,0.63606
"206",-0.39415,0,-3.04358,0.0985
"207",0.77735,0,-1.095,0.34562
"208",-0.77372,0,-1.28437,0.43223
"209",0.30695,0,-0.43996,0.01841
"210",5.01236,1,0.55521,-0.94268
"211",3.62471,1,-0.31059,-2.27723
"212",-2.7271,1,0.37553,0.33878
"213",-4.52218,1,-0.91665,-0.85715
"214",-0.66869,0,1.07663,-0.25357
"215",0.0234,0,-1.12332,-1.21168
"216",-0.15625,0,-0.32063,-0.68534
"217",0.55708,0,-0.26475,-0.11674
"218",-1.83381,0,1.61103,0.5383
"219",4.00321,1,0.25294,0.62302
"220",7.81718,1,0.36547,0.93868
"221",0.53747,0,0.22059,0.58086
"222",8.31715,1,0.84491,-1.78383
"223",-0.50271,0,-0.18232,0.81399
"224",1.26694,1,0.28218,-1.06516
"225",0.23963,0,0.06982,1.02437
"226",0.56293,1,-1.14713,-0.34812
"227",1.26835,1,-0.57745,-0.8218
"228",0.64292,0,-0.80235,0.3148
"229",5.52131,1,-0.24937,-1.33424
"230",2.07532,0,-1.21158,0.31632
"231",6.89527,1,1.10547,-0.56327
"232",1.75883,1,-1.41213,-0.39303
"233",-1.22255,1,1.10309,1.12228
"234",-4.46592,1,-0.38019,-0.41159
"235",2.02239,1,-0.24028,-0.46379
"236",3.99132,1,0.92877,-0.18806
"237",-2.2702,1,-0.66717,1.73041
"238",1.43944,0,-0.85385,-0.12716
"239",0.63925,0,0.27979,-1.35583
"240",4.07716,1,-0.69318,0.05833
"241",2.31161,1,-0.53502,0.98762
"242",5.07256,1,0.3997,0.15983
"243",8.7912,1,0.02064,-0.76598
"244",0.62353,0,-0.09703,0.46965
"245",9.23966,1,1.00593,0.24183
"246",-2.02033,1,0.64499,0.28987
"247",5.56731,1,-1.53174,-0.46467
"248",0.25363,0,0.11497,-0.24486
"249",2.44651,1,0.92048,0.87275
"250",-1.35131,0,0.7113,1.24398
"251",2.24696,1,0.85054,-0.27656
"252",-1.02493,0,0.14475,0.1254
"253",5.10781,1,-0.27803,-1.35881
"254",0.60494,0,-0.22473,-0.90827
"255",-3.14015,1,0.45084,1.44271
"256",-0.04002,0,0.02536,1.4642
"257",5.99678,1,-0.58278,-1.04966
"258",-0.9201,0,0.07132,-0.42996
"259",1.3588,0,1.5584,-0.18155
"260",3.4275,1,0.5396,-0.88048
"261",1.1686,1,-0.36578,-0.32803
"262",3.90328,1,-1.7732,2.99256
"263",2.36733,1,0.82452,0.24092
"264",-0.76152,0,-0.19488,-1.61142
"265",0.42237,0,-0.22757,0.03959
"266",-1.62363,0,1.42519,-0.91115
"267",1.17474,1,-1.43603,-1.13498
"268",0.81077,0,-0.75034,-0.46004
"269",-0.01415,0,-1.1514,1.69769
"270",0.88756,0,-0.6042,1.54839
"271",4.84196,1,-0.28643,0.85431
"272",-3.7107,1,-0.46595,-1.71477
"273",0.16944,0,-0.16675,-0.89301
"274",-1.08851,0,0.24118,1.93514
"275",0.6898,0,1.03879,-1.30457
"276",1.71778,0,-0.91953,0.69848
"277",7.23466,1,0.42012,1.7902
"278",0.98348,0,-1.22742,-0.08159
"279",-0.01724,0,-2.51394,1.61143
"280",0.36437,0,0.49322,1.68633
"281",1.92301,0,-0.58574,0.05091
"282",6.68105,1,-0.16207,1.47658
"283",1.94898,0,0.43504,0.10488
"284",-0.7073,0,-1.70474,-1.05165
"285",-2.92319,1,1.21272,0.64865
"286",1.21448,0,1.3214,1.68359
"287",0.28588,1,1.27993,-0.644
"288",-1.00691,0,0.83527,-1.32795
"289",0.28605,0,0.29905,0.02643
"290",0.29607,0,-0.36768,-0.6486
"291",-3.31815,1,1.04705,2.58491
"292",1.98485,0,-0.12138,-0.71521
"293",5.21035,1,0.57737,-0.91349
"294",4.31088,1,0.39855,0.23884
"295",0.58006,0,0.48469,-0.82353
"296",-0.94587,0,1.41224,-1.55794
"297",0.95625,0,0.74733,0.03073
"298",-2.47086,0,1.05218,-0.25287
"299",0.58633,1,0.47838,-1.09591
"300",-0.96206,0,-0.50435,-0.45142
"301",-0.63416,0,0.262,-0.36056
"302",-2.69021,1,0.32326,1.15244
"303",1.43967,0,-0.15898,1.18942
"304",-1.17761,0,1.46132,-0.76522
"305",-0.17882,0,-0.3796,-1.29734
"306",5.96686,1,-0.03621,-1.47851
"307",-1.94454,1,0.03791,-1.83008
"308",0.79573,0,0.01532,-0.95872
"309",1.37894,0,-0.08115,0.11883
"310",-0.09549,0,0.47518,-1.42391
"311",-4.31064,1,-0.14163,-1.10433
"312",0.76379,1,1.20722,1.25988
"313",5.2321,1,0.8043,0.62057
"314",3.15277,1,1.23866,-1.64341
"315",-0.50201,0,-0.23507,0.98874
"316",0.91534,0,0.4613,-0.10133
"317",0.70904,0,0.68318,-1.55199
"318",2.89269,1,-1.48144,-0.73134
"319",-0.76175,1,-2.03895,0.30522
"320",-3.39705,1,1.71336,-1.80341
"321",-0.58853,1,-0.44024,0.20144
"322",5.476,1,-0.22509,0.04725
"323",0.75762,0,0.09364,-1.41215
"324",-0.3721,1,-0.39767,-0.06021
"325",4.52367,1,1.51135,-1.05799
"326",3.93922,1,2.01614,-0.41262
"327",0.57834,0,0.69156,-0.94681
"328",1.69511,0,-0.36424,1.11811
"329",0.59028,1,1.06037,0.75303
"330",-0.48312,0,-0.25683,0.53233
"331",6.55549,1,-0.91333,-1.52436
"332",0.07493,0,0.03333,-1.1051
"333",3.07827,1,-0.89861,-0.55463
"334",2.21518,1,1.12805,-1.88866
"335",0.26784,0,0.72239,1.80199
"336",-0.4962,0,-0.13466,0.22233
"337",4.05354,1,0.82993,0.53377
"338",0.12201,1,2.03958,0.23378
"339",6.94778,1,-0.41835,-1.30087
"340",4.84893,1,2.5205,0.44424
"341",2.63569,1,0.32297,-0.38763
"342",2.74539,1,0.58271,-0.16946
"343",1.44969,1,-0.62327,1.55317
"344",-0.06016,0,-1.70327,0.19117
"345",3.56883,1,0.4198,1.05876
"346",0.05418,0,-1.21695,0.33726
"347",-4.73258,1,0.0012,1.30859
"348",7.04739,1,-1.42088,-0.99026
"349",1.54211,0,-0.11415,-1.81323
"350",-0.70943,0,0.5473,1.61725
"351",-0.73161,1,0.12385,0.25781
"352",0.0902,0,-1.33227,-0.93616
"353",0.95662,0,0.98909,-0.27925
"354",-2.31236,1,-1.54827,-1.18213
"355",4.87001,1,1.43379,1.33901
"356",0.60094,0,0.13402,1.10062
"357",-1.50133,1,-1.03199,2.02645
"358",3.40668,1,0.01488,1.27445
"359",0.11006,1,-2.07399,-1.10354
"360",0.51265,0,-0.34998,-0.47541
"361",7.15536,1,2.15594,1.61325
"362",4.27931,1,0.17868,1.47161
"363",0.30356,0,0.85577,0.41802
"364",-0.41573,0,-0.35927,-0.05069
"365",6.73244,1,0.32574,-1.16185
"366",1.83291,1,0.90506,-0.27623
"367",3.46365,1,-1.51561,0.6251
"368",0.87162,0,-0.40677,-0.02027
"369",0.12844,0,0.71736,-0.0179
"370",0.59646,0,-0.103,1.59703
"371",4.62843,1,0.32983,0.67898
"372",3.07158,0,2.06559,-0.17815
"373",5.42615,1,0.37056,-0.19701
"374",-5.19997,1,-1.08987,-0.51829
"375",-0.26211,0,-1.26292,0.98989
"376",0.35271,1,-2.05192,1.57887
"377",-0.10605,0,-0.07891,0.19985
"378",2.43096,0,0.45065,-1.43045
"379",4.53059,1,-0.64478,0.62838
"380",9.24531,1,-1.35626,0.66686
"381",-4.66744,1,-0.27654,-0.3703
"382",-0.78883,1,1.6523,-0.16265
"383",-0.11958,0,-0.15297,-0.40582
"384",5.01055,1,0.34895,-1.44747
"385",4.28807,1,0.34623,-0.45616
"386",4.99338,1,0.47007,0.79334
"387",-3.93736,1,-0.52824,0.58733
"388",-0.15616,0,1.50283,0.53048
"389",1.55905,0,-1.80331,0.85047
"390",4.17801,1,-0.54109,-0.29339
"391",2.91422,1,2.21248,0.74635
"392",1.20233,0,0.22249,1.06277
"393",1.04013,0,0.52404,-0.96289
"394",1.39756,0,-1.42741,0.11343
"395",-2.21393,1,1.11526,0.65913
"396",1.25005,0,0.06442,0.31647
"397",-0.2089,0,-1.98146,-1.45199
"398",1.63845,0,-0.17478,0.58078
"399",5.15545,1,0.62448,-0.55762
"400",7.33112,1,-0.25896,0.48444
"401",0.50811,0,-1.35687,-0.99028
"402",-2.0085,0,0.50689,0.07715
"403",-4.37643,1,0.98824,-0.37993
"404",-1.20227,1,0.02981,-0.31939
"405",4.41729,1,0.15972,-2.60774
"406",0.41111,1,-0.55033,-1.0203
"407",0.22732,0,0.07942,0.00959
"408",-4.01889,1,-0.64828,1.41717
"409",0.70173,0,1.25204,0.94186
"410",0.07397,0,-0.95667,0.83015
"411",7.4966,1,0.41484,0.00703
"412",-0.55421,0,-1.33463,-0.81563
"413",-0.00761,0,1.10476,-0.05842
"414",-1.13425,0,-0.03713,0.28173
"415",0.07383,0,-1.5834,-0.65187
"416",3.23758,1,-1.38827,-0.3699
"417",3.09318,1,0.25003,-0.03412
"418",0.21116,0,-0.24472,1.84157
"419",9.242,1,0.64017,0.43178
"420",1.17155,0,-0.33072,0.68314
"421",3.06003,1,0.68105,-2.35523
"422",-0.58049,0,1.50548,-0.48642
"423",1.13747,0,0.53046,-1.07645
"424",0.23389,1,-1.59629,0.53923
"425",8.79833,1,0.18679,-1.71387
"426",1.01306,0,-0.72244,-1.16212
"427",4.22938,1,0.0459,-0.22845
"428",-0.67395,1,0.41985,-1.94439
"429",-0.94867,0,0.54459,-1.07037
"430",0.18529,0,0.13337,0.86795
"431",-1.15441,0,-0.3278,-1.06148
"432",-0.68129,0,-0.48035,-0.87516
"433",-0.64891,0,0.87513,0.45242
"434",7.37281,1,-1.71776,-0.19605
"435",0.8045,0,0.13086,-0.8758
"436",-0.57651,0,0.03342,-1.25845
"437",3.04006,1,-0.69859,-0.18896
"438",3.0127,1,1.48519,0.06156
"439",0.39941,0,-0.55544,-0.53497
"440",-0.11749,0,-0.55052,1.48262
"441",3.74639,1,-0.43659,1.00803
"442",3.41662,1,-0.40113,-1.29088
"443",-1.86406,0,-1.64197,-1.33803
"444",6.5732,1,0.35875,-0.77126
"445",8.76899,1,-1.68689,3.22963
"446",0.68677,0,-0.66532,-1.31631
"447",-0.66854,0,0.33405,0.77753
"448",0.36695,0,-0.78329,-0.40583
"449",5.43648,1,0.034,0.39249
"450",4.87107,1,1.86515,0.34205
"451",-0.50976,0,-0.40258,0.21194
"452",0.1222,0,0.28678,0.36198
"453",-0.4716,1,0.39044,-1.0896
"454",5.32528,1,-0.48157,0.03637
"455",1.50291,0,0.31484,-0.27355
"456",-0.84081,0,-1.08157,0.06639
"457",2.96241,1,-1.07967,-0.66777
"458",4.24579,1,1.92685,0.4154
"459",-0.07391,0,1.29014,-0.3478
"460",4.82474,1,0.15304,-0.25653
"461",0.58727,1,-0.39385,1.15907
"462",1.13481,0,-0.3486,1.01823
"463",-0.55977,0,-0.04413,-2.46137
"464",2.02133,1,0.53589,-0.80327
"465",3.24786,1,-0.83172,0.24002
"466",-0.72625,1,-1.21692,-0.18569
"467",0.30608,0,1.27306,0.65033
"468",4.50065,1,-1.7084,0.04338
"469",5.88659,1,0.27446,0.49554
"470",-6.53562,1,-0.23185,-1.04495
"471",1.22045,0,-0.97313,1.17228
"472",2.13978,1,-1.15159,-1.82207
"473",0.96627,0,0.80417,0.58823
"474",-1.50616,0,-2.13758,-1.69131
"475",8.00588,1,0.16711,0.2977
"476",-2.76735,1,0.48115,0.22648
"477",5.0612,1,-1.25403,0.31754
"478",-0.39283,1,-1.1374,-0.14705
"479",-2.96909,0,0.28147,0.00051
"480",-0.5832,0,1.07209,-0.70678
"481",-1.35882,0,0.6254,0.19797
"482",4.7527,1,0.47291,-0.3323
"483",-0.65019,0,0.869,0.28093
"484",0.10932,0,-2.15188,-0.00612
"485",1.23054,0,-1.38377,1.98266
"486",-1.17002,0,-1.09824,-0.19302
"487",6.39862,1,-0.38961,-1.33867
"488",3.32281,1,0.20975,-0.93152
"489",1.48888,1,1.59568,2.23179
"490",7.47464,1,1.3558,0.03574
"491",1.06415,0,-1.09191,-0.32312
"492",-0.11128,0,2.61663,1.49068
"493",3.87413,1,1.08336,-0.21374
"494",-0.89248,0,-0.85495,-0.63653
"495",-0.3904,1,0.2284,1.26715
"496",-0.36676,0,-0.35569,-1.35893
"497",3.45588,1,-1.55077,-0.50701
"498",1.29739,1,-0.11634,-0.30503
"499",0.43988,0,-0.69741,-1.01991
"500",0.52876,0,0.10464,-0.75165
"501",4.65352,1,0.8985,-0.79447
"502",0.58362,0,-0.51353,0.81395
"503",0.61275,1,0.4111,-0.48857
"504",-0.60269,0,0.76283,-1.39827
"505",-0.24143,0,-2.71558,0.51074
"506",1.20931,1,-0.00865,-0.36731
"507",0.11165,0,-1.84079,0.25713
"508",3.25166,1,-0.43044,-1.00885
"509",-1.416,0,0.20186,0.96235
"510",-1.112,1,-1.61208,0.66377
"511",-1.58271,0,-1.18924,0.60154
"512",6.74822,1,0.71416,-0.51779
"513",-0.95977,1,-0.52872,-0.47705
"514",1.97929,0,-0.70156,1.81637
"515",4.79502,1,-0.79893,1.8673
"516",5.25319,1,0.17015,2.49029
"517",3.16875,1,-0.78027,0.74055
"518",0.05833,0,0.04277,-0.03169
"519",-0.27211,1,-0.47144,0.70722
"520",5.23249,1,1.76296,1.12406
"521",0.56418,1,0.33972,-1.32091
"522",1.29562,0,-0.93733,0.83836
"523",3.02775,1,-1.02278,1.27081
"524",0.15577,0,0.46078,-1.59122
"525",0.9625,0,-0.12875,1.00854
"526",0.74221,0,-1.94717,0.43033
"527",0.6691,0,-0.54502,0.37413
"528",2.82764,1,0.29754,1.30838
"529",9.56165,1,0.71923,0.77792
"530",1.40643,1,-2.53105,-1.38843
"531",-1.95565,0,-0.73015,1.11528
"532",-0.34317,1,0.43192,-1.88201
"533",1.64494,0,0.26478,0.91436
"534",6.43969,1,-2.04797,-0.09363
"535",0.45575,0,0.39888,1.27858
"536",-0.66127,0,0.55749,-1.05066
"537",2.34554,1,-0.19497,-0.78832
"538",3.47182,1,0.14112,-0.06727
"539",0.79338,0,0.11951,-0.73075
"540",5.01745,1,3.05662,0.99993
"541",-0.70796,0,0.95011,-2.27385
"542",5.93618,1,-0.24836,0.14051
"543",1.75561,1,-0.62793,0.44914
"544",1.77586,1,-0.6105,-0.3493
"545",8.03408,1,1.33979,-2.0098
"546",5.12879,1,-1.03619,0.51923
"547",3.36718,1,-0.80951,1.41755
"548",-0.31494,1,-0.59186,0.71565
"549",-0.84365,0,0.44729,-0.52476
"550",2.73097,0,-0.13386,-0.08569
"551",5.67551,1,1.21235,0.8082
"552",5.81642,1,-0.61841,-0.3838
"553",3.71691,1,-2.0135,-0.83884
"554",1.66844,0,-0.62278,0.70208
"555",4.03973,1,0.17405,1.10294
"556",0.39621,0,0.29089,-0.24654
"557",-0.73767,0,0.02825,-1.03572
"558",2.097,0,-1.34171,-0.98874
"559",0.9947,0,0.45499,0.63146
"560",0.27298,0,-0.35662,-0.57672
"561",2.2888,1,0.54931,0.96087
"562",-2.24711,1,-0.73502,0.5921
"563",1.39113,0,0.87139,0.70138
"564",-0.75324,0,1.00689,0.95222
"565",-0.3609,0,-0.67359,-0.14722
"566",2.08229,0,-0.2111,-0.78858
"567",6.96133,1,-0.53507,0.16348
"568",1.88179,0,-0.86606,-0.56287
"569",2.87456,1,-0.67915,-1.10362
"570",-0.73376,0,-1.69281,1.0199
"571",6.19135,1,-1.47116,-1.42401
"572",2.58074,1,0.08784,-1.80449
"573",-0.21383,1,0.70197,-0.067
"574",-0.62152,0,-0.46753,-0.39868
"575",0.54431,0,-1.53996,2.75627
"576",-0.77159,0,1.19285,0.57387
"577",1.26267,1,0.37625,-0.79562
"578",1.14027,0,-1.35041,-1.41632
"579",0.99177,0,0.33636,-1.39819
"580",-1.93531,1,-1.84422,-0.68698
"581",2.29641,1,0.61813,-0.00705
"582",0.83288,0,-0.18641,0.51954
"583",0.72241,1,0.45974,-1.97657
"584",0.82953,0,-1.04744,-0.19632
"585",0.8352,0,0.28761,-0.36807
"586",-1.29659,0,1.18976,1.66168
"587",-1.39655,0,2.23946,0.10129
"588",1.13512,1,0.7167,-0.65111
"589",-0.33048,0,-0.6708,0.86806
"590",0.52429,0,-0.79492,-0.27887
"591",-0.9531,0,-0.73751,-0.50374
"592",2.88653,1,-0.87086,0.06329
"593",-1.56092,0,-1.10197,-1.00463
"594",-2.96634,1,1.37004,1.43957
"595",4.22405,1,-0.05861,-0.86261
"596",-7.7511,1,0.4105,0.40397
"597",1.33011,0,-0.14087,0.6518
"598",3.80928,1,-1.12463,0.41669
"599",2.03065,1,-1.62788,2.92462
"600",-0.39071,1,0.41497,-0.62811
"601",-0.88126,0,-0.19669,-0.31295
"602",-1.40083,1,0.45018,0.62155
"603",2.18986,1,-0.03599,-2.95254
"604",0.83273,1,0.94986,0.06946
"605",0.47721,0,0.37178,-0.30615
"606",0.52537,0,-2.65625,-1.34011
"607",0.16173,0,0.69577,0.75417
"608",0.87802,1,0.25447,0.93636
"609",1.13895,0,1.65823,0.65167
"610",-4.75452,1,-0.11117,0.12919
"611",6.51004,1,-0.18933,0.97966
"612",-0.36743,0,0.73346,-0.68474
"613",-0.26092,0,-0.15465,-0.03236
"614",1.54654,0,1.55577,-1.83527
"615",6.33977,1,0.76132,-0.61032
"616",0.49988,1,-0.25438,-0.68533
"617",0.72354,0,2.31745,-0.39633
"618",1.13941,1,-0.15821,-0.31481
"619",-1.46309,0,0.6622,0.87909
"620",0.09558,1,0.50467,-0.7484
"621",-0.96729,1,-1.70855,-0.17173
"622",5.77096,1,-0.62445,-1.72299
"623",0.39885,0,-0.72524,-0.54854
"624",0.00511,0,0.05473,0.65933
"625",-0.19875,0,-1.27507,-0.26924
"626",-1.70156,1,0.48618,0.48552
"627",-0.86648,0,-0.81244,0.75181
"628",-2.93216,1,-0.2062,-0.5672
"629",1.81427,1,0.19588,0.27771
"630",2.97623,1,0.07573,-0.39881
"631",0.10393,0,1.00156,-0.44639
"632",0.19081,0,0.21345,0.16469
"633",-2.9039,1,0.79199,0.96075
"634",7.78912,1,-1.79483,0.08293
"635",7.63944,1,0.52955,-0.14608
"636",-6.1685,1,-2.19024,0.29357
"637",2.36487,0,0.36273,-0.80619
"638",2.52198,1,-2.07541,1.74957
"639",0.93542,0,0.41202,0.23521
"640",0.99314,0,0.23917,1.44834
"641",6.76823,1,-1.55959,0.74086
"642",-1.43086,0,2.21626,0.19308
"643",-1.11397,0,0.67064,0.10565
"644",-4.10292,1,1.01939,-0.57461
"645",3.39427,1,0.14159,-0.24217
"646",5.78042,1,-0.82753,-1.79229
"647",-2.57015,1,1.10684,-0.17233
"648",3.35341,1,-0.18823,1.00899
"649",0.32965,1,0.66833,1.05278
"650",-1.244,0,0.12811,1.40072
"651",1.5407,0,0.49775,0.76678
"652",1.12042,0,-1.04452,-1.5039
"653",2.71448,1,-1.07579,-0.82504
"654",0.11592,1,1.1514,0.39542
"655",0.93182,0,0.56748,-0.2213
