"","Y","D","X","Z"
"65",0.03538,1,0.38884,-1.10657
"66",-0.69626,0,0.03972,0.18006
"67",-4.55451,0,2.00199,0.55159
"68",-0.71208,0,3.48688,-0.24157
"69",-1.71086,1,0.08328,0.5102
"70",2.4445,1,0.32273,2.29868
"71",2.72831,1,-0.98457,-0.11978
"72",1.81954,1,-0.58774,2.61049
"73",4.72737,1,0.8905,-1.73734
"74",-0.03889,0,-0.81102,0.93695
"75",1.07563,0,0.75836,-0.38503
"76",-0.3469,1,1.03111,-0.2372
"77",2.21771,0,0.36829,-0.40163
"78",1.43635,1,0.27603,-1.92279
"79",0.54296,0,0.64109,-1.68625
"80",2.04582,1,0.37755,-0.15056
"81",6.87998,1,-2.07022,-0.32826
"82",0.29315,1,-0.56614,-0.1496
"83",2.1067,0,0.20222,0.01985
"84",-0.05399,0,0.03995,-1.94409
"85",1.48806,1,-0.15762,0.63723
"86",-1.49641,0,1.58481,-1.09797
"87",5.32226,0,-0.41123,2.66081
"88",0.32223,1,-0.8175,-1.46061
"89",-0.33156,0,0.23567,-0.51394
"90",2.16409,1,1.15619,0.16959
"91",2.11578,0,-1.77401,1.2698
"92",0.39645,1,-2.07132,0.46646
"93",5.23383,1,0.96071,0.87093
"94",1.89041,0,-0.07957,-0.02395
"95",-0.42493,1,-1.63793,1.1949
"96",0.85333,0,1.66632,0.36354
"97",1.19573,1,-0.43999,0.13167
"98",1.91036,1,0.78125,0.75315
"99",-1.40972,1,-0.03853,0.9591
"100",-0.22052,0,-0.84981,-1.27253
"101",0.8832,1,0.48688,0.61543
"102",2.46132,0,1.5773,2.16346
"103",0.5613,1,-1.64578,0.84798
"104",0.65151,1,-1.60366,-0.88723
"105",0.11869,1,-0.34303,-0.27832
"106",2.03999,0,1.19665,0.44676
"107",1.43673,1,-0.29928,-1.83613
"108",-4.5095,0,0.85945,-0.02343
"109",-1.60628,0,1.03594,-0.40623
"110",2.9363,0,0.18634,0.53805
"111",-0.32029,1,-0.42232,1.98518
"112",3.74889,0,-0.45843,-0.59255
"113",5.77913,0,-2.05782,-0.27757
"114",0.2694,0,1.03836,-0.32225
"115",-1.04387,1,-0.86368,0.83819
"116",1.78618,0,0.61716,-0.57462
"117",-3.389,0,-2.12949,-0.04491
"118",0.758,1,0.81755,-1.62422
"119",1.35926,1,0.59779,-0.70531
"120",0.59867,1,-0.84771,0.61688
"121",2.48671,0,-0.65989,0.35823
"122",1.98803,0,-0.5097,-0.52334
"123",-2.77006,0,-0.00836,0.82474
"124",-0.99024,1,-1.3394,-1.31387
"125",2.54649,0,0.93268,0.26884
"126",-0.21684,1,0.07997,1.50477
"127",-0.84105,0,-0.85171,0.58425
"128",2.55265,0,0.47298,0.34644
"129",-0.9117,1,0.59878,-0.33654
"130",-1.91092,1,1.44668,1.4553
"131",4.02601,1,-0.61327,0.82989
"132",-0.11564,1,-1.58808,1.1491
"133",2.04291,1,-1.51182,-1.36668
"134",4.72633,1,-0.5558,-0.61878
"135",1.69867,0,-1.01644,-2.56013
"136",1.19541,0,0.26981,-0.52669
"137",0.4606,0,1.29467,-1.511
"138",-2.02109,1,-1.58538,0.30271
"139",3.90182,1,-0.82549,2.11181
"140",3.77216,1,-0.10709,1.12672
"141",2.35103,1,0.13181,-0.78495
"142",-0.33106,1,1.53077,-0.58654
"143",5.01654,0,-1.50549,-0.86928
"144",2.18179,0,-0.90883,-1.51723
"145",8.06237,1,0.6338,0.20095
"146",-1.4576,1,-0.14387,-0.35742
"147",4.18429,1,-1.7288,0.6686
"148",1.78549,1,-0.30507,-0.29205
"149",-1.53548,1,0.85001,1.11518
"150",3.56246,1,1.42064,-1.86588
"151",2.01601,0,-2.91152,-0.86445
"152",1.78982,1,-1.88742,1.28025
"153",-1.22838,0,0.37269,-0.14751
"154",1.803,0,0.70157,-2.03484
"155",0.46453,1,-0.34203,0.65098
"156",2.74581,0,-0.73122,0.82885
"157",2.5435,1,1.6917,-1.33131
"158",2.72349,0,-0.86408,-0.18787
"159",-1.13602,0,-0.63487,1.46375
"160",0.45873,0,-1.36015,-0.29587
"161",0.39179,1,0.49125,0.40781
"162",4.82452,0,0.84086,0.55586
"163",0.22077,0,0.00355,-0.81887
"164",3.56304,0,-0.55686,0.62506
"165",-1.34314,0,-0.07525,1.01944
"166",1.54314,1,-0.85543,0.5013
"167",-0.81501,1,0.68489,-2.65714
"168",1.69982,1,2.23447,0.79765
"169",0.96076,1,-0.04522,-0.41044
"170",1.84736,1,-0.41355,1.16028
"171",-3.09877,0,0.74464,1.34165
"172",3.10057,1,0.9506,0.00167
"173",0.15244,1,-0.82624,1.13574
"174",-3.89821,0,0.76911,-0.63485
"175",0.78332,1,0.99154,0.06269
"176",0.75939,0,-1.51031,-0.25843
"177",3.61008,0,0.80333,-0.83696
"178",5.40204,1,-0.02938,-0.27059
"179",3.41296,1,-0.15009,-0.25643
"180",2.92197,1,-0.68134,-1.72089
"181",4.64845,0,-0.62313,0.83506
"182",1.0369,1,-0.67884,0.74108
"183",4.15839,1,1.35312,0.75778
"184",2.12227,0,-0.88983,-0.95614
"185",-1.39907,1,0.51009,-0.2877
"186",1.48256,1,1.24018,1.02492
"187",-0.51208,0,0.73618,0.12193
"188",-0.7995,0,-0.27742,1.0275
"189",1.64955,0,0.55277,0.65862
"190",-2.55147,0,0.17736,0.96312
"191",1.4093,0,-0.90629,-0.34527
"192",0.84712,0,0.18036,0.61403
"193",-1.09975,0,-0.6843,-0.70094
"194",0.94858,0,-0.30921,-2.00631
"195",2.35875,1,0.31872,-0.47784
"196",2.93787,0,2.10953,-0.36255
"197",1.7399,0,0.71359,0.89647
"198",0.3109,0,1.11106,-0.95095
"199",-1.70575,0,-3.23072,0.66235
"200",1.81884,0,-0.0776,-1.55963
"201",1.66118,1,2.22877,-1.84107
"202",-0.77883,0,-1.90749,2.23654
"203",2.82816,1,-1.08411,0.44404
"204",-1.76125,0,0.68534,2.72759
"205",0.5972,0,1.59857,0.63606
"206",1.09043,1,-3.04358,0.0985
"207",1.211,0,-1.095,0.34562
"208",2.27025,0,-1.28437,0.43223
"209",-0.78077,0,-0.43996,0.01841
"210",1.65685,0,0.55521,-0.94268
"211",2.54223,0,-0.31059,-2.27723
"212",1.46853,0,0.37553,0.33878
"213",1.18063,0,-0.91665,-0.85715
"214",3.69718,1,1.07663,-0.25357
"215",1.8295,0,-1.12332,-1.21168
"216",-0.91161,0,-0.32063,-0.68534
"217",-0.66975,1,-0.26475,-0.11674
"218",3.10843,0,1.61103,0.5383
"219",1.0253,0,0.25294,0.62302
"220",3.47475,1,0.36547,0.93868
"221",0.36592,0,0.22059,0.58086
"222",-0.1173,0,0.84491,-1.78383
"223",4.55268,0,-0.18232,0.81399
"224",-0.75979,1,0.28218,-1.06516
"225",-1.97391,1,0.06982,1.02437
"226",-0.30721,0,-1.14713,-0.34812
"227",0.27594,1,-0.57745,-0.8218
"228",-1.08178,0,-0.80235,0.3148
"229",0.8776,1,-0.24937,-1.33424
"230",1.19932,1,-1.21158,0.31632
"231",-0.56332,1,1.10547,-0.56327
"232",2.32682,0,-1.41213,-0.39303
"233",3.64944,1,1.10309,1.12228
"234",-1.36864,0,-0.38019,-0.41159
"235",4.00482,1,-0.24028,-0.46379
"236",4.25221,0,0.92877,-0.18806
"237",3.09839,0,-0.66717,1.73041
"238",1.11061,1,-0.85385,-0.12716
"239",0.55085,1,0.27979,-1.35583
"240",2.70308,0,-0.69318,0.05833
"241",1.99663,1,-0.53502,0.98762
"242",-0.09087,0,0.3997,0.15983
"243",-0.22626,0,0.02064,-0.76598
"244",4.82594,1,-0.09703,0.46965
"245",-0.81477,1,1.00593,0.24183
"246",3.14921,1,0.64499,0.28987
"247",7.45958,1,-1.53174,-0.46467
"248",-0.46248,0,0.11497,-0.24486
"249",-2.53786,0,0.92048,0.87275
"250",3.10504,1,0.7113,1.24398
"251",-0.6037,0,0.85054,-0.27656
"252",-1.17827,1,0.14475,0.1254
"253",0.30548,0,-0.27803,-1.35881
"254",2.3903,1,-0.22473,-0.90827
"255",-1.03633,1,0.45084,1.44271
"256",-3.43762,0,0.02536,1.4642
"257",-1.36588,0,-0.58278,-1.04966
"258",-2.07234,0,0.07132,-0.42996
"259",1.84089,0,1.5584,-0.18155
"260",-0.06457,0,0.5396,-0.88048
"261",1.79075,1,-0.36578,-0.32803
"262",0.18301,0,-1.7732,2.99256
"263",2.08367,0,0.82452,0.24092
"264",2.95516,1,-0.19488,-1.61142
"265",5.50854,1,-0.22757,0.03959
"266",4.73563,0,1.42519,-0.91115
"267",1.64748,1,-1.43603,-1.13498
"268",-1.24762,0,-0.75034,-0.46004
"269",0.72837,1,-1.1514,1.69769
"270",-0.08444,1,-0.6042,1.54839
"271",-0.85374,0,-0.28643,0.85431
"272",0.44905,1,-0.46595,-1.71477
"273",-1.52528,0,-0.16675,-0.89301
"274",3.29027,0,0.24118,1.93514
"275",4.03161,0,1.03879,-1.30457
"276",0.19441,1,-0.91953,0.69848
"277",-1.90846,1,0.42012,1.7902
"278",0.25999,0,-1.22742,-0.08159
"279",0.63412,0,-2.51394,1.61143
"280",-0.16403,0,0.49322,1.68633
"281",0.40796,0,-0.58574,0.05091
"282",1.93027,1,-0.16207,1.47658
"283",-2.47004,0,0.43504,0.10488
"284",2.19084,0,-1.70474,-1.05165
"285",2.05452,1,1.21272,0.64865
"286",-0.02386,1,1.3214,1.68359
"287",2.96783,0,1.27993,-0.644
"288",0.00244,0,0.83527,-1.32795
"289",3.96322,0,0.29905,0.02643
"290",-1.58013,0,-0.36768,-0.6486
"291",2.61162,1,1.04705,2.58491
"292",1.33196,0,-0.12138,-0.71521
"293",1.30604,0,0.57737,-0.91349
"294",-0.0141,0,0.39855,0.23884
"295",2.22145,1,0.48469,-0.82353
"296",2.9492,1,1.41224,-1.55794
"297",0.39884,1,0.74733,0.03073
"298",2.50087,1,1.05218,-0.25287
"299",-0.93746,1,0.47838,-1.09591
"300",2.46226,1,-0.50435,-0.45142
"301",2.66024,0,0.262,-0.36056
"302",1.99155,1,0.32326,1.15244
"303",4.81961,1,-0.15898,1.18942
"304",0.69503,1,1.46132,-0.76522
"305",-1.8633,1,-0.3796,-1.29734
"306",-1.95626,0,-0.03621,-1.47851
"307",2.70148,0,0.03791,-1.83008
"308",-0.91404,0,0.01532,-0.95872
"309",1.88882,1,-0.08115,0.11883
"310",1.22711,0,0.47518,-1.42391
"311",2.73563,1,-0.14163,-1.10433
"312",-0.07483,1,1.20722,1.25988
"313",1.73314,0,0.8043,0.62057
"314",-0.9474,1,1.23866,-1.64341
"315",0.05044,0,-0.23507,0.98874
"316",3.4522,1,0.4613,-0.10133
"317",3.07737,1,0.68318,-1.55199
"318",0.03424,1,-1.48144,-0.73134
"319",-2.96331,0,-2.03895,0.30522
"320",0.77384,0,1.71336,-1.80341
"321",-0.69047,0,-0.44024,0.20144
"322",3.07764,0,-0.22509,0.04725
"323",-0.12847,1,0.09364,-1.41215
"324",1.74004,0,-0.39767,-0.06021
"325",-2.15807,0,1.51135,-1.05799
"326",-2.4287,0,2.01614,-0.41262
"327",1.39851,0,0.69156,-0.94681
"328",-0.76769,1,-0.36424,1.11811
"329",-2.98471,0,1.06037,0.75303
"330",4.00416,1,-0.25683,0.53233
"331",3.16807,1,-0.91333,-1.52436
"332",-2.94427,1,0.03333,-1.1051
"333",-0.58064,1,-0.89861,-0.55463
"334",2.46072,1,1.12805,-1.88866
"335",0.99129,0,0.72239,1.80199
"336",1.34313,1,-0.13466,0.22233
"337",-2.86073,0,0.82993,0.53377
"338",4.24896,1,2.03958,0.23378
"339",2.03938,1,-0.41835,-1.30087
"340",2.1366,1,2.5205,0.44424
"341",-0.8334,1,0.32297,-0.38763
"342",1.95036,1,0.58271,-0.16946
"343",-2.39792,1,-0.62327,1.55317
"344",1.71238,0,-1.70327,0.19117
"345",1.38548,1,0.4198,1.05876
"346",2.94595,1,-1.21695,0.33726
"347",2.64917,1,0.0012,1.30859
"348",-2.89752,0,-1.42088,-0.99026
"349",0.3031,0,-0.11415,-1.81323
"350",2.84359,0,0.5473,1.61725
"351",1.12548,1,0.12385,0.25781
"352",3.36357,1,-1.33227,-0.93616
"353",2.09986,0,0.98909,-0.27925
"354",7.8637,1,-1.54827,-1.18213
"355",7.70928,1,1.43379,1.33901
"356",1.51243,1,0.13402,1.10062
"357",3.84557,0,-1.03199,2.02645
"358",-0.04924,1,0.01488,1.27445
"359",5.32539,1,-2.07399,-1.10354
"360",0.44466,0,-0.34998,-0.47541
"361",-0.49152,1,2.15594,1.61325
"362",4.51104,0,0.17868,1.47161
"363",1.01064,0,0.85577,0.41802
"364",2.41955,0,-0.35927,-0.05069
"365",-1.36248,0,0.32574,-1.16185
"366",7.02042,1,0.90506,-0.27623
"367",-1.83264,0,-1.51561,0.6251
"368",-0.45616,0,-0.40677,-0.02027
"369",1.07074,0,0.71736,-0.0179
"370",2.48541,1,-0.103,1.59703
"371",0.05683,0,0.32983,0.67898
"372",2.13073,0,2.06559,-0.17815
"373",0.41313,1,0.37056,-0.19701
"374",1.14321,0,-1.08987,-0.51829
"375",-1.23138,0,-1.26292,0.98989
"376",1.22524,1,-2.05192,1.57887
"377",3.50008,1,-0.07891,0.19985
"378",2.40077,0,0.45065,-1.43045
"379",2.45944,1,-0.64478,0.62838
"380",-0.75653,0,-1.35626,0.66686
"381",4.83755,0,-0.27654,-0.3703
"382",2.57596,0,1.6523,-0.16265
"383",4.01477,1,-0.15297,-0.40582
"384",1.93233,0,0.34895,-1.44747
"385",3.53848,0,0.34623,-0.45616
"386",3.37735,0,0.47007,0.79334
"387",1.67678,0,-0.52824,0.58733
"388",-1.63188,0,1.50283,0.53048
"389",-1.58483,0,-1.80331,0.85047
"390",-0.55596,0,-0.54109,-0.29339
"391",0.72114,1,2.21248,0.74635
"392",0.36357,0,0.22249,1.06277
"393",-1.5425,0,0.52404,-0.96289
"394",1.64219,0,-1.42741,0.11343
"395",0.85204,0,1.11526,0.65913
"396",0.33182,1,0.06442,0.31647
"397",3.6854,1,-1.98146,-1.45199
"398",3.27363,1,-0.17478,0.58078
"399",-0.6136,1,0.62448,-0.55762
"400",-0.83796,0,-0.25896,0.48444
"401",-0.92537,0,-1.35687,-0.99028
"402",0.94861,0,0.50689,0.07715
"403",0.41218,1,0.98824,-0.37993
"404",-2.01904,0,0.02981,-0.31939
"405",1.07128,0,0.15972,-2.60774
"406",-1.58626,0,-0.55033,-1.0203
"407",-0.87117,0,0.07942,0.00959
"408",3.09693,1,-0.64828,1.41717
"409",-1.27853,0,1.25204,0.94186
"410",-0.48038,1,-0.95667,0.83015
"411",-0.30557,1,0.41484,0.00703
"412",8.345,1,-1.33463,-0.81563
"413",-3.90799,1,1.10476,-0.05842
"414",1.99958,1,-0.03713,0.28173
"415",2.68403,1,-1.5834,-0.65187
"416",4.9861,0,-1.38827,-0.3699
"417",1.98702,1,0.25003,-0.03412
"418",0.57755,0,-0.24472,1.84157
"419",0.07217,0,0.64017,0.43178
"420",2.70623,1,-0.33072,0.68314
"421",-0.17141,0,0.68105,-2.35523
"422",4.93834,1,1.50548,-0.48642
"423",0.83117,0,0.53046,-1.07645
"424",1.09318,1,-1.59629,0.53923
"425",1.35225,1,0.18679,-1.71387
"426",3.73182,1,-0.72244,-1.16212
"427",1.46818,0,0.0459,-0.22845
"428",0.66759,1,0.41985,-1.94439
"429",1.477,0,0.54459,-1.07037
"430",0.23254,1,0.13337,0.86795
"431",4.12852,1,-0.3278,-1.06148
"432",-3.42869,0,-0.48035,-0.87516
"433",0.43685,0,0.87513,0.45242
"434",1.40668,1,-1.71776,-0.19605
"435",1.35069,1,0.13086,-0.8758
"436",0.87298,0,0.03342,-1.25845
"437",2.97703,0,-0.69859,-0.18896
"438",4.10837,0,1.48519,0.06156
"439",3.85041,1,-0.55544,-0.53497
"440",1.64861,1,-0.55052,1.48262
"441",4.77675,1,-0.43659,1.00803
"442",3.13235,1,-0.40113,-1.29088
"443",-1.41202,1,-1.64197,-1.33803
"444",1.6535,1,0.35875,-0.77126
"445",2.82116,1,-1.68689,3.22963
"446",0.56948,0,-0.66532,-1.31631
"447",3.10881,0,0.33405,0.77753
"448",-0.56321,0,-0.78329,-0.40583
"449",4.30433,0,0.034,0.39249
"450",1.92645,1,1.86515,0.34205
"451",1.23374,0,-0.40258,0.21194
"452",-0.15917,1,0.28678,0.36198
"453",2.79886,1,0.39044,-1.0896
"454",0.0323,0,-0.48157,0.03637
"455",3.91865,1,0.31484,-0.27355
"456",5.47427,1,-1.08157,0.06639
"457",-3.11564,0,-1.07967,-0.66777
"458",3.02982,1,1.92685,0.4154
"459",-0.5886,1,1.29014,-0.3478
"460",3.94874,1,0.15304,-0.25653
"461",-0.05201,1,-0.39385,1.15907
"462",-3.23358,1,-0.3486,1.01823
"463",2.07946,1,-0.04413,-2.46137
"464",1.16807,1,0.53589,-0.80327
"465",4.19564,0,-0.83172,0.24002
"466",5.91218,1,-1.21692,-0.18569
"467",1.8572,0,1.27306,0.65033
"468",-3.36224,0,-1.7084,0.04338
"469",3.33281,1,0.27446,0.49554
"470",2.21017,1,-0.23185,-1.04495
"471",3.23228,0,-0.97313,1.17228
"472",-0.20279,1,-1.15159,-1.82207
"473",-0.20237,1,0.80417,0.58823
"474",0.35288,1,-2.13758,-1.69131
"475",-0.64795,0,0.16711,0.2977
"476",2.71984,0,0.48115,0.22648
"477",6.5873,1,-1.25403,0.31754
"478",0.89588,0,-1.1374,-0.14705
"479",1.05573,0,0.28147,0.00051
"480",1.99302,1,1.07209,-0.70678
"481",0.25336,0,0.6254,0.19797
"482",0.41251,1,0.47291,-0.3323
"483",2.61523,1,0.869,0.28093
"484",-0.65754,1,-2.15188,-0.00612
"485",-2.02385,1,-1.38377,1.98266
"486",-0.71191,0,-1.09824,-0.19302
"487",-1.64874,0,-0.38961,-1.33867
"488",-2.13691,0,0.20975,-0.93152
"489",1.66109,1,1.59568,2.23179
"490",3.7866,1,1.3558,0.03574
"491",-1.82292,0,-1.09191,-0.32312
"492",0.32196,1,2.61663,1.49068
"493",-1.55662,0,1.08336,-0.21374
"494",4.12476,1,-0.85495,-0.63653
"495",3.45657,1,0.2284,1.26715
"496",0.04431,0,-0.35569,-1.35893
"497",-2.19079,0,-1.55077,-0.50701
"498",2.78038,0,-0.11634,-0.30503
"499",2.63181,1,-0.69741,-1.01991
"500",0.14696,1,0.10464,-0.75165
"501",-0.46567,0,0.8985,-0.79447
"502",2.94543,1,-0.51353,0.81395
"503",2.53921,0,0.4111,-0.48857
"504",-1.00645,1,0.76283,-1.39827
"505",1.44135,1,-2.71558,0.51074
"506",-0.76113,0,-0.00865,-0.36731
"507",3.81436,0,-1.84079,0.25713
"508",2.3647,0,-0.43044,-1.00885
"509",-1.0853,0,0.20186,0.96235
"510",1.80521,0,-1.61208,0.66377
"511",1.58289,1,-1.18924,0.60154
"512",-3.03888,0,0.71416,-0.51779
"513",2.21626,0,-0.52872,-0.47705
"514",1.72638,1,-0.70156,1.81637
"515",2.79083,1,-0.79893,1.8673
"516",3.77858,1,0.17015,2.49029
"517",1.40108,0,-0.78027,0.74055
"518",-0.22207,1,0.04277,-0.03169
"519",-1.96366,0,-0.47144,0.70722
"520",2.13367,0,1.76296,1.12406
"521",-1.16512,0,0.33972,-1.32091
"522",-1.4745,0,-0.93733,0.83836
"523",6.94968,1,-1.02278,1.27081
"524",-1.06203,0,0.46078,-1.59122
"525",3.60551,0,-0.12875,1.00854
"526",-0.94289,1,-1.94717,0.43033
"527",1.17642,0,-0.54502,0.37413
"528",6.95819,1,0.29754,1.30838
"529",-2.45111,1,0.71923,0.77792
"530",0.47529,0,-2.53105,-1.38843
"531",4.12077,0,-0.73015,1.11528
"532",1.86768,0,0.43192,-1.88201
"533",-1.98702,1,0.26478,0.91436
"534",0.08714,0,-2.04797,-0.09363
"535",-2.44166,0,0.39888,1.27858
"536",0.99357,0,0.55749,-1.05066
"537",-1.86845,0,-0.19497,-0.78832
"538",2.04118,0,0.14112,-0.06727
"539",2.54238,1,0.11951,-0.73075
"540",4.26561,0,3.05662,0.99993
"541",-1.92769,0,0.95011,-2.27385
"542",0.97238,0,-0.24836,0.14051
"543",-1.18634,0,-0.62793,0.44914
"544",1.76514,0,-0.6105,-0.3493
"545",2.64883,0,1.33979,-2.0098
"546",2.07773,1,-1.03619,0.51923
"547",-1.98208,0,-0.80951,1.41755
"548",3.94609,1,-0.59186,0.71565
"549",2.47537,0,0.44729,-0.52476
"550",2.76974,0,-0.13386,-0.08569
"551",-3.88643,0,1.21235,0.8082
"552",-0.01718,0,-0.61841,-0.3838
"553",1.75631,0,-2.0135,-0.83884
"554",5.32146,0,-0.62278,0.70208
"555",-0.86803,1,0.17405,1.10294
"556",3.25072,1,0.29089,-0.24654
"557",0.36559,0,0.02825,-1.03572
"558",0.71281,1,-1.34171,-0.98874
"559",-0.66068,1,0.45499,0.63146
"560",3.06714,1,-0.35662,-0.57672
"561",0.19242,0,0.54931,0.96087
"562",0.54863,1,-0.73502,0.5921
"563",-3.2536,1,0.87139,0.70138
"564",0.04571,0,1.00689,0.95222
"565",1.26292,1,-0.67359,-0.14722
"566",0.98812,1,-0.2111,-0.78858
"567",3.3971,0,-0.53507,0.16348
"568",2.50858,0,-0.86606,-0.56287
"569",0.74979,1,-0.67915,-1.10362
"570",4.30024,1,-1.69281,1.0199
"571",0.10988,1,-1.47116,-1.42401
"572",1.2694,0,0.08784,-1.80449
"573",2.04244,1,0.70197,-0.067
"574",-2.3023,1,-0.46753,-0.39868
"575",1.04791,1,-1.53996,2.75627
"576",2.28514,1,1.19285,0.57387
"577",-0.63054,1,0.37625,-0.79562
"578",0.98746,0,-1.35041,-1.41632
"579",-1.9216,1,0.33636,-1.39819
"580",-1.16752,0,-1.84422,-0.68698
"581",7.30219,1,0.61813,-0.00705
"582",2.84327,1,-0.18641,0.51954
"583",2.84804,1,0.45974,-1.97657
"584",0.42245,1,-1.04744,-0.19632
"585",0.08859,0,0.28761,-0.36807
"586",1.23895,1,1.18976,1.66168
"587",5.47468,1,2.23946,0.10129
"588",2.10208,1,0.7167,-0.65111
"589",1.5147,1,-0.6708,0.86806
"590",1.51514,0,-0.79492,-0.27887
"591",4.52157,1,-0.73751,-0.50374
"592",3.16024,0,-0.87086,0.06329
"593",2.1529,1,-1.10197,-1.00463
"594",9.16142,1,1.37004,1.43957
"595",-1.11965,1,-0.05861,-0.86261
"596",2.67324,1,0.4105,0.40397
"597",-1.21945,1,-0.14087,0.6518
"598",0.90863,1,-1.12463,0.41669
"599",-0.36575,0,-1.62788,2.92462
"600",-0.02651,0,0.41497,-0.62811
"601",3.04475,0,-0.19669,-0.31295
"602",2.05982,0,0.45018,0.62155
"603",3.54211,0,-0.03599,-2.95254
"604",-2.21007,1,0.94986,0.06946
"605",0.80907,1,0.37178,-0.30615
"606",-0.65058,0,-2.65625,-1.34011
"607",1.8309,1,0.69577,0.75417
"608",-2.0803,1,0.25447,0.93636
"609",0.22709,0,1.65823,0.65167
"610",-0.14218,1,-0.11117,0.12919
"611",-2.14435,0,-0.18933,0.97966
"612",4.69185,1,0.73346,-0.68474
"613",-2.79163,1,-0.15465,-0.03236
"614",-0.90998,1,1.55577,-1.83527
"615",-2.83991,0,0.76132,-0.61032
"616",-0.83909,0,-0.25438,-0.68533
"617",-0.05256,0,2.31745,-0.39633
"618",2.87336,0,-0.15821,-0.31481
"619",1.16321,0,0.6622,0.87909
"620",-2.14942,1,0.50467,-0.7484
"621",2.45037,1,-1.70855,-0.17173
"622",0.39174,0,-0.62445,-1.72299
"623",3.4467,0,-0.72524,-0.54854
"624",3.29407,1,0.05473,0.65933
"625",2.86221,0,-1.27507,-0.26924
"626",5.77325,0,0.48618,0.48552
"627",-2.01568,1,-0.81244,0.75181
"628",1.72821,0,-0.2062,-0.5672
"629",-2.07543,1,0.19588,0.27771
"630",0.0664,1,0.07573,-0.39881
"631",-0.43944,0,1.00156,-0.44639
"632",-0.42923,0,0.21345,0.16469
"633",0.94241,0,0.79199,0.96075
"634",-0.97991,1,-1.79483,0.08293
"635",5.15363,0,0.52955,-0.14608
"636",0.86898,0,-2.19024,0.29357
"637",1.03667,0,0.36273,-0.80619
"638",0.40008,0,-2.07541,1.74957
"639",0.27908,0,0.41202,0.23521
"640",-3.71078,0,0.23917,1.44834
"641",3.89259,1,-1.55959,0.74086
"642",3.66161,0,2.21626,0.19308
"643",0.50056,1,0.67064,0.10565
"644",2.69136,0,1.01939,-0.57461
"645",0.48608,0,0.14159,-0.24217
"646",3.04527,1,-0.82753,-1.79229
"647",2.94997,0,1.10684,-0.17233
"648",0.59759,0,-0.18823,1.00899
"649",2.65658,1,0.66833,1.05278
"650",5.2493,0,0.12811,1.40072
"651",-1.44551,0,0.49775,0.76678
"652",2.50206,1,-1.04452,-1.5039
"653",-0.13755,1,-1.07579,-0.82504
"654",1.4527,1,1.1514,0.39542
"655",5.95785,1,0.56748,-0.2213
"656",0.54462,1,2.73542,-1.94091
