"","Y","D","X","Z"
"218",-3.62145,0,1.61103,0.5383
"219",11.49553,1,0.25294,0.62302
"220",4.88599,1,0.36547,0.93868
"221",-1.86714,0,0.22059,0.58086
"222",1.56115,0,0.84491,-1.78383
"223",14.86199,1,-0.18232,0.81399
"224",0.72349,0,0.28218,-1.06516
"225",8.08329,1,0.06982,1.02437
"226",8.2217,1,-1.14713,-0.34812
"227",6.76584,1,-0.57745,-0.8218
"228",-1.33753,0,-0.80235,0.3148
"229",-1.23811,0,-0.24937,-1.33424
"230",6.50243,1,-1.21158,0.31632
"231",-0.09362,1,1.10547,-0.56327
"232",0.40425,0,-1.41213,-0.39303
"233",-0.2135,0,1.10309,1.12228
"234",-2.03448,0,-0.38019,-0.41159
"235",4.13659,1,-0.24028,-0.46379
"236",4.58101,1,0.92877,-0.18806
"237",-2.48529,0,-0.66717,1.73041
"238",5.73238,1,-0.85385,-0.12716
"239",-0.11619,1,0.27979,-1.35583
"240",8.92108,1,-0.69318,0.05833
"241",6.10929,1,-0.53502,0.98762
"242",-1.33378,0,0.3997,0.15983
"243",-1.98216,0,0.02064,-0.76598
"244",0.17437,0,-0.09703,0.46965
"245",-1.51316,0,1.00593,0.24183
"246",21.51074,1,0.64499,0.28987
"247",19.56899,1,-1.53174,-0.46467
"248",-0.07181,0,0.11497,-0.24486
"249",-0.08176,0,0.92048,0.87275
"250",-0.62862,0,0.7113,1.24398
"251",2.84191,0,0.85054,-0.27656
"252",12.56775,1,0.14475,0.1254
"253",1.1222,1,-0.27803,-1.35881
"254",3.84014,1,-0.22473,-0.90827
"255",-0.97963,0,0.45084,1.44271
"256",-2.00641,1,0.02536,1.4642
"257",-2.28125,0,-0.58278,-1.04966
"258",8.18631,1,0.07132,-0.42996
"259",3.81453,1,1.5584,-0.18155
"260",12.67997,1,0.5396,-0.88048
"261",9.72301,1,-0.36578,-0.32803
"262",2.9435,1,-1.7732,2.99256
"263",-0.14654,0,0.82452,0.24092
"264",11.5297,1,-0.19488,-1.61142
"265",5.45937,1,-0.22757,0.03959
"266",1.18843,0,1.42519,-0.91115
"267",-1.31437,0,-1.43603,-1.13498
"268",-1.77146,0,-0.75034,-0.46004
"269",-4.98528,1,-1.1514,1.69769
"270",3.55514,1,-0.6042,1.54839
"271",1.58118,0,-0.28643,0.85431
"272",18.99976,1,-0.46595,-1.71477
"273",-1.39833,0,-0.16675,-0.89301
"274",0.47762,0,0.24118,1.93514
"275",21.36078,1,1.03879,-1.30457
"276",8.79997,1,-0.91953,0.69848
"277",3.96939,1,0.42012,1.7902
"278",3.6575,1,-1.22742,-0.08159
"279",3.68955,1,-2.51394,1.61143
"280",0.77665,1,0.49322,1.68633
"281",20.01185,1,-0.58574,0.05091
"282",12.92665,1,-0.16207,1.47658
"283",4.27129,1,0.43504,0.10488
"284",-3.85092,0,-1.70474,-1.05165
"285",-1.42115,0,1.21272,0.64865
"286",1.19976,0,1.3214,1.68359
"287",7.87099,1,1.27993,-0.644
"288",3.56732,1,0.83527,-1.32795
"289",6.26749,1,0.29905,0.02643
"290",-0.70871,0,-0.36768,-0.6486
"291",-0.61234,0,1.04705,2.58491
"292",0.72495,0,-0.12138,-0.71521
"293",8.63867,1,0.57737,-0.91349
"294",8.79724,1,0.39855,0.23884
"295",5.39238,1,0.48469,-0.82353
"296",-2.17472,0,1.41224,-1.55794
"297",0.06203,0,0.74733,0.03073
"298",-3.56888,0,1.05218,-0.25287
"299",-1.12633,0,0.47838,-1.09591
"300",10.79236,1,-0.50435,-0.45142
"301",9.16222,1,0.262,-0.36056
"302",2.03993,0,0.32326,1.15244
"303",18.45771,1,-0.15898,1.18942
"304",10.46285,1,1.46132,-0.76522
"305",0.22034,0,-0.3796,-1.29734
"306",1.06192,0,-0.03621,-1.47851
"307",1.43853,1,0.03791,-1.83008
"308",1.43796,1,0.01532,-0.95872
"309",0.86752,0,-0.08115,0.11883
"310",8.08296,1,0.47518,-1.42391
"311",-1.98167,0,-0.14163,-1.10433
"312",2.92384,1,1.20722,1.25988
"313",8.25635,1,0.8043,0.62057
"314",6.28747,1,1.23866,-1.64341
"315",-1.35353,0,-0.23507,0.98874
"316",1.24433,1,0.4613,-0.10133
"317",3.2485,1,0.68318,-1.55199
"318",5.60149,1,-1.48144,-0.73134
"319",-0.40185,0,-2.03895,0.30522
"320",2.13821,0,1.71336,-1.80341
"321",0.16359,0,-0.44024,0.20144
"322",0.61813,1,-0.22509,0.04725
"323",7.16504,1,0.09364,-1.41215
"324",-2.08962,0,-0.39767,-0.06021
"325",0.60302,0,1.51135,-1.05799
"326",2.67579,0,2.01614,-0.41262
"327",20.42757,1,0.69156,-0.94681
"328",6.3004,1,-0.36424,1.11811
"329",-6.08112,1,1.06037,0.75303
"330",2.35067,0,-0.25683,0.53233
"331",11.22886,1,-0.91333,-1.52436
"332",-0.26592,0,0.03333,-1.1051
"333",0.05459,0,-0.89861,-0.55463
"334",12.13079,1,1.12805,-1.88866
"335",-0.97581,0,0.72239,1.80199
"336",0.69634,0,-0.13466,0.22233
"337",12.72578,1,0.82993,0.53377
"338",-1.05087,0,2.03958,0.23378
"339",-4.07362,0,-0.41835,-1.30087
"340",9.0481,1,2.5205,0.44424
"341",-0.50901,0,0.32297,-0.38763
"342",0.34638,0,0.58271,-0.16946
"343",-3.14201,0,-0.62327,1.55317
"344",1.043,0,-1.70327,0.19117
"345",11.95572,1,0.4198,1.05876
"346",-1.28115,0,-1.21695,0.33726
"347",-1.52846,0,0.0012,1.30859
"348",-3.09375,1,-1.42088,-0.99026
"349",-4.73151,1,-0.11415,-1.81323
"350",11.14808,1,0.5473,1.61725
"351",0.94279,0,0.12385,0.25781
"352",1.9895,1,-1.33227,-0.93616
"353",-3.45053,1,0.98909,-0.27925
"354",0.44309,0,-1.54827,-1.18213
"355",-0.16651,0,1.43379,1.33901
"356",0.33466,0,0.13402,1.10062
"357",-1.22789,0,-1.03199,2.02645
"358",3.43348,1,0.01488,1.27445
"359",-0.18897,0,-2.07399,-1.10354
"360",6.40384,1,-0.34998,-0.47541
"361",2.724,1,2.15594,1.61325
"362",2.58968,1,0.17868,1.47161
"363",7.96115,1,0.85577,0.41802
"364",-0.70876,0,-0.35927,-0.05069
"365",-2.06134,0,0.32574,-1.16185
"366",7.46326,1,0.90506,-0.27623
"367",-3.22964,0,-1.51561,0.6251
"368",-2.46042,0,-0.40677,-0.02027
"369",5.58354,1,0.71736,-0.0179
"370",-3.07745,0,-0.103,1.59703
"371",12.46818,1,0.32983,0.67898
"372",-1.34356,0,2.06559,-0.17815
"373",6.44222,1,0.37056,-0.19701
"374",-1.23376,1,-1.08987,-0.51829
"375",-1.48974,0,-1.26292,0.98989
"376",4.50117,1,-2.05192,1.57887
"377",14.26071,1,-0.07891,0.19985
"378",-2.45547,0,0.45065,-1.43045
"379",0.68046,0,-0.64478,0.62838
"380",0.95382,0,-1.35626,0.66686
"381",2.13404,0,-0.27654,-0.3703
"382",8.04065,1,1.6523,-0.16265
"383",-0.55903,0,-0.15297,-0.40582
"384",1.0477,0,0.34895,-1.44747
"385",-0.89749,0,0.34623,-0.45616
"386",5.66383,1,0.47007,0.79334
"387",4.04985,1,-0.52824,0.58733
"388",-1.22081,0,1.50283,0.53048
"389",8.05767,1,-1.80331,0.85047
"390",1.67632,1,-0.54109,-0.29339
"391",-0.20865,0,2.21248,0.74635
"392",-1.21463,0,0.22249,1.06277
"393",8.38365,1,0.52404,-0.96289
"394",2.67513,1,-1.42741,0.11343
"395",8.05733,1,1.11526,0.65913
"396",2.51369,1,0.06442,0.31647
"397",-2.33294,1,-1.98146,-1.45199
"398",4.43563,1,-0.17478,0.58078
"399",0.30566,0,0.62448,-0.55762
"400",7.66677,1,-0.25896,0.48444
"401",10.38135,1,-1.35687,-0.99028
"402",8.56998,1,0.50689,0.07715
"403",-2.15586,0,0.98824,-0.37993
"404",0.56681,0,0.02981,-0.31939
"405",-3.61432,0,0.15972,-2.60774
"406",-3.28909,0,-0.55033,-1.0203
"407",7.96336,1,0.07942,0.00959
"408",1.79074,0,-0.64828,1.41717
"409",2.49092,0,1.25204,0.94186
"410",1.71631,0,-0.95667,0.83015
"411",0.24821,0,0.41484,0.00703
"412",-3.48936,0,-1.33463,-0.81563
"413",5.76493,1,1.10476,-0.05842
"414",6.95246,1,-0.03713,0.28173
"415",7.67969,1,-1.5834,-0.65187
"416",-2.08082,0,-1.38827,-0.3699
"417",18.01558,1,0.25003,-0.03412
"418",4.31883,1,-0.24472,1.84157
"419",2.35841,1,0.64017,0.43178
"420",9.41262,1,-0.33072,0.68314
"421",-1.20374,0,0.68105,-2.35523
"422",-3.03729,0,1.50548,-0.48642
"423",6.77606,1,0.53046,-1.07645
"424",2.91875,0,-1.59629,0.53923
"425",-6.6214,1,0.18679,-1.71387
"426",7.00729,1,-0.72244,-1.16212
"427",0.06482,0,0.0459,-0.22845
"428",10.96174,1,0.41985,-1.94439
"429",-3.59791,0,0.54459,-1.07037
"430",-0.27478,0,0.13337,0.86795
"431",6.6505,1,-0.3278,-1.06148
"432",2.91779,0,-0.48035,-0.87516
"433",-2.13433,0,0.87513,0.45242
"434",8.10208,1,-1.71776,-0.19605
"435",1.74536,0,0.13086,-0.8758
"436",-1.68661,0,0.03342,-1.25845
"437",7.10046,1,-0.69859,-0.18896
"438",6.3525,1,1.48519,0.06156
"439",9.35101,1,-0.55544,-0.53497
"440",-1.00342,0,-0.55052,1.48262
"441",12.84663,1,-0.43659,1.00803
"442",10.57043,1,-0.40113,-1.29088
"443",5.00563,1,-1.64197,-1.33803
"444",7.48427,1,0.35875,-0.77126
"445",13.16878,1,-1.68689,3.22963
"446",6.0134,1,-0.66532,-1.31631
"447",6.59782,1,0.33405,0.77753
"448",1.48624,1,-0.78329,-0.40583
"449",8.57647,1,0.034,0.39249
"450",-1.72193,0,1.86515,0.34205
"451",13.3325,1,-0.40258,0.21194
"452",4.92407,1,0.28678,0.36198
"453",6.89587,1,0.39044,-1.0896
"454",8.9356,1,-0.48157,0.03637
"455",1.46752,0,0.31484,-0.27355
"456",-4.43609,1,-1.08157,0.06639
"457",-0.15185,0,-1.07967,-0.66777
"458",0.78071,0,1.92685,0.4154
"459",0.81574,0,1.29014,-0.3478
"460",-2.24911,0,0.15304,-0.25653
"461",1.44694,0,-0.39385,1.15907
"462",-0.07738,0,-0.3486,1.01823
"463",17.44328,1,-0.04413,-2.46137
"464",0.03043,0,0.53589,-0.80327
"465",16.40986,1,-0.83172,0.24002
"466",6.25341,1,-1.21692,-0.18569
"467",-0.89286,0,1.27306,0.65033
"468",0.49571,0,-1.7084,0.04338
"469",-2.72385,1,0.27446,0.49554
"470",-2.21984,0,-0.23185,-1.04495
"471",-1.74824,0,-0.97313,1.17228
"472",20.09405,1,-1.15159,-1.82207
"473",3.40653,1,0.80417,0.58823
"474",-3.8868,1,-2.13758,-1.69131
"475",11.91937,1,0.16711,0.2977
"476",6.02703,1,0.48115,0.22648
"477",2.7812,0,-1.25403,0.31754
"478",6.14995,1,-1.1374,-0.14705
"479",-0.54708,0,0.28147,0.00051
"480",-1.68398,0,1.07209,-0.70678
"481",8.29278,1,0.6254,0.19797
"482",-0.96264,0,0.47291,-0.3323
"483",4.10018,1,0.869,0.28093
"484",17.47226,1,-2.15188,-0.00612
"485",-1.5696,0,-1.38377,1.98266
"486",0.06572,1,-1.09824,-0.19302
"487",0.97665,1,-0.38961,-1.33867
"488",-1.56519,0,0.20975,-0.93152
"489",-2.62954,0,1.59568,2.23179
"490",6.82032,1,1.3558,0.03574
"491",-1.10958,0,-1.09191,-0.32312
"492",-0.83647,0,2.61663,1.49068
"493",2.82119,1,1.08336,-0.21374
"494",-2.65349,1,-0.85495,-0.63653
"495",-0.75527,1,0.2284,1.26715
"496",10.65762,1,-0.35569,-1.35893
"497",3.60918,1,-1.55077,-0.50701
"498",17.97063,1,-0.11634,-0.30503
"499",6.23295,1,-0.69741,-1.01991
"500",9.6332,1,0.10464,-0.75165
"501",9.00118,1,0.8985,-0.79447
"502",-0.98414,0,-0.51353,0.81395
"503",3.9051,1,0.4111,-0.48857
"504",14.87354,1,0.76283,-1.39827
"505",-1.97946,0,-2.71558,0.51074
"506",1.2316,0,-0.00865,-0.36731
"507",-0.63918,0,-1.84079,0.25713
"508",-0.06079,0,-0.43044,-1.00885
"509",-2.55816,0,0.20186,0.96235
"510",1.4461,0,-1.61208,0.66377
"511",-1.70063,0,-1.18924,0.60154
"512",10.8657,1,0.71416,-0.51779
"513",2.3642,1,-0.52872,-0.47705
"514",6.1584,1,-0.70156,1.81637
"515",-3.43349,0,-0.79893,1.8673
"516",-0.68959,0,0.17015,2.49029
"517",-0.2318,0,-0.78027,0.74055
"518",-1.21812,0,0.04277,-0.03169
"519",11.08728,1,-0.47144,0.70722
"520",2.81109,0,1.76296,1.12406
"521",11.09065,1,0.33972,-1.32091
"522",-2.55104,0,-0.93733,0.83836
"523",8.60848,1,-1.02278,1.27081
"524",4.23273,1,0.46078,-1.59122
"525",-5.02369,1,-0.12875,1.00854
"526",6.41796,1,-1.94717,0.43033
"527",9.76161,1,-0.54502,0.37413
"528",6.69341,1,0.29754,1.30838
"529",12.21085,1,0.71923,0.77792
"530",13.35116,1,-2.53105,-1.38843
"531",-0.06138,0,-0.73015,1.11528
"532",1.2127,0,0.43192,-1.88201
"533",-0.10859,0,0.26478,0.91436
"534",-1.0507,0,-2.04797,-0.09363
"535",-0.01086,0,0.39888,1.27858
"536",-0.31027,0,0.55749,-1.05066
"537",4.90788,1,-0.19497,-0.78832
"538",1.16267,0,0.14112,-0.06727
"539",-2.92763,1,0.11951,-0.73075
"540",-0.48944,0,3.05662,0.99993
"541",-1.81109,1,0.95011,-2.27385
"542",-0.0704,0,-0.24836,0.14051
"543",12.33882,1,-0.62793,0.44914
"544",5.56263,1,-0.6105,-0.3493
"545",0.06065,0,1.33979,-2.0098
"546",3.71692,1,-1.03619,0.51923
"547",-0.86567,0,-0.80951,1.41755
"548",0.79272,0,-0.59186,0.71565
"549",13.38913,1,0.44729,-0.52476
"550",3.39467,1,-0.13386,-0.08569
"551",-2.12642,0,1.21235,0.8082
"552",-0.27614,0,-0.61841,-0.3838
"553",11.42948,1,-2.0135,-0.83884
"554",17.89177,1,-0.62278,0.70208
"555",3.25659,0,0.17405,1.10294
"556",-2.06781,0,0.29089,-0.24654
"557",0.41456,0,0.02825,-1.03572
"558",5.50459,1,-1.34171,-0.98874
"559",10.38563,1,0.45499,0.63146
"560",-2.27679,0,-0.35662,-0.57672
"561",1.52002,0,0.54931,0.96087
"562",17.3307,1,-0.73502,0.5921
"563",0.1436,0,0.87139,0.70138
"564",6.01045,1,1.00689,0.95222
"565",-2.18028,0,-0.67359,-0.14722
"566",-1.71125,0,-0.2111,-0.78858
"567",-4.24878,1,-0.53507,0.16348
"568",4.63482,1,-0.86606,-0.56287
"569",-1.60613,0,-0.67915,-1.10362
"570",9.31881,1,-1.69281,1.0199
"571",10.6386,1,-1.47116,-1.42401
"572",7.67701,1,0.08784,-1.80449
"573",2.04844,0,0.70197,-0.067
"574",-1.3203,0,-0.46753,-0.39868
"575",-4.25056,1,-1.53996,2.75627
"576",15.61032,1,1.19285,0.57387
"577",7.29069,1,0.37625,-0.79562
"578",3.4073,1,-1.35041,-1.41632
"579",18.97612,1,0.33636,-1.39819
"580",5.62048,1,-1.84422,-0.68698
"581",0.03513,0,0.61813,-0.00705
"582",-0.15157,0,-0.18641,0.51954
"583",1.2637,0,0.45974,-1.97657
"584",7.75629,1,-1.04744,-0.19632
"585",2.88285,1,0.28761,-0.36807
"586",16.08813,1,1.18976,1.66168
"587",-0.15722,0,2.23946,0.10129
"588",-2.11893,1,0.7167,-0.65111
"589",-1.43058,0,-0.6708,0.86806
"590",0.63494,0,-0.79492,-0.27887
"591",0.19575,0,-0.73751,-0.50374
"592",-2.36034,0,-0.87086,0.06329
"593",2.30166,0,-1.10197,-1.00463
"594",3.35449,1,1.37004,1.43957
"595",5.98395,1,-0.05861,-0.86261
"596",0.3057,0,0.4105,0.40397
"597",-1.35823,1,-0.14087,0.6518
"598",-4.48569,0,-1.12463,0.41669
"599",1.03515,1,-1.62788,2.92462
"600",-1.1519,0,0.41497,-0.62811
"601",3.64456,1,-0.19669,-0.31295
"602",-2.13865,1,0.45018,0.62155
"603",-1.08783,0,-0.03599,-2.95254
"604",-1.52289,0,0.94986,0.06946
"605",-1.92076,0,0.37178,-0.30615
"606",12.8209,1,-2.65625,-1.34011
"607",0.70414,0,0.69577,0.75417
"608",13.51073,1,0.25447,0.93636
"609",10.82822,1,1.65823,0.65167
"610",-0.24902,0,-0.11117,0.12919
"611",2.36475,0,-0.18933,0.97966
"612",1.44858,1,0.73346,-0.68474
"613",4.95941,1,-0.15465,-0.03236
"614",3.12704,1,1.55577,-1.83527
"615",2.37111,1,0.76132,-0.61032
"616",-1.04081,0,-0.25438,-0.68533
"617",0.66937,0,2.31745,-0.39633
"618",5.04028,1,-0.15821,-0.31481
"619",-1.3982,0,0.6622,0.87909
"620",0.58782,0,0.50467,-0.7484
"621",15.70913,1,-1.70855,-0.17173
"622",1.01044,1,-0.62445,-1.72299
"623",8.38918,1,-0.72524,-0.54854
"624",3.61859,1,0.05473,0.65933
"625",2.78257,0,-1.27507,-0.26924
"626",-1.37649,1,0.48618,0.48552
"627",4.14646,1,-0.81244,0.75181
"628",-4.31759,1,-0.2062,-0.5672
"629",0.60897,0,0.19588,0.27771
"630",10.51208,1,0.07573,-0.39881
"631",18.13222,1,1.00156,-0.44639
"632",1.40348,0,0.21345,0.16469
"633",5.1529,1,0.79199,0.96075
"634",8.88383,1,-1.79483,0.08293
"635",2.13213,0,0.52955,-0.14608
"636",1.94871,0,-2.19024,0.29357
"637",6.21211,1,0.36273,-0.80619
"638",11.02069,1,-2.07541,1.74957
"639",6.81322,1,0.41202,0.23521
"640",0.20714,0,0.23917,1.44834
"641",-2.61055,0,-1.55959,0.74086
"642",1.30228,1,2.21626,0.19308
"643",21.38671,1,0.67064,0.10565
"644",13.51412,1,1.01939,-0.57461
"645",13.20556,1,0.14159,-0.24217
"646",-4.15679,0,-0.82753,-1.79229
"647",5.98884,1,1.10684,-0.17233
"648",0.01865,0,-0.18823,1.00899
"649",1.83646,1,0.66833,1.05278
"650",0.37244,0,0.12811,1.40072
"651",7.83596,1,0.49775,0.76678
"652",-0.31073,0,-1.04452,-1.5039
"653",1.91839,1,-1.07579,-0.82504
"654",6.61153,1,1.1514,0.39542
"655",5.97981,1,0.56748,-0.2213
