"","Y","D","X","Z"
"139",0.61069,1,-0.82549,2.11181
"140",1.52846,1,-0.10709,1.12672
"141",-0.32229,1,0.13181,-0.78495
"142",-0.32469,1,1.53077,-0.58654
"143",-0.12885,1,-1.50549,-0.86928
"144",0.75082,1,-0.90883,-1.51723
"145",0.62072,1,0.6338,0.20095
"146",0.56817,0,-0.14387,-0.35742
"147",-0.78564,1,-1.7288,0.6686
"148",-0.55639,1,-0.30507,-0.29205
"149",2.76479,0,0.85001,1.11518
"150",-0.66122,1,1.42064,-1.86588
"151",1.35537,1,-2.91152,-0.86445
"152",3.44923,0,-1.88742,1.28025
"153",0.27187,0,0.37269,-0.14751
"154",-0.75338,1,0.70157,-2.03484
"155",0.78689,0,-0.34203,0.65098
"156",0.29007,0,-0.73122,0.82885
"157",-0.38147,1,1.6917,-1.33131
"158",-1.07422,1,-0.86408,-0.18787
"159",-1.57107,0,-0.63487,1.46375
"160",3.48048,0,-1.36015,-0.29587
"161",0.55878,1,0.49125,0.40781
"162",1.3872,0,0.84086,0.55586
"163",1.03656,0,0.00355,-0.81887
"164",2.57016,0,-0.55686,0.62506
"165",2.25847,0,-0.07525,1.01944
"166",-1.11533,1,-0.85543,0.5013
"167",1.91885,0,0.68489,-2.65714
"168",-1.61631,0,2.23447,0.79765
"169",-0.21359,1,-0.04522,-0.41044
"170",1.72822,0,-0.41355,1.16028
"171",1.74635,1,0.74464,1.34165
"172",-0.40251,0,0.9506,0.00167
"173",-0.07154,0,-0.82624,1.13574
"174",-0.04873,1,0.76911,-0.63485
"175",-0.47767,0,0.99154,0.06269
"176",1.46588,0,-1.51031,-0.25843
"177",2.72468,0,0.80333,-0.83696
"178",0.18951,1,-0.02938,-0.27059
"179",1.32203,1,-0.15009,-0.25643
"180",-1.52765,0,-0.68134,-1.72089
"181",1.10299,1,-0.62313,0.83506
"182",1.79377,1,-0.67884,0.74108
"183",0.45129,0,1.35312,0.75778
"184",-0.30523,1,-0.88983,-0.95614
"185",0.56866,1,0.51009,-0.2877
"186",0.51193,1,1.24018,1.02492
"187",0.83124,1,0.73618,0.12193
"188",0.82776,0,-0.27742,1.0275
"189",2.62686,0,0.55277,0.65862
"190",-0.76496,0,0.17736,0.96312
"191",-1.13051,1,-0.90629,-0.34527
"192",-0.92544,0,0.18036,0.61403
"193",0.80185,0,-0.6843,-0.70094
"194",0.71855,0,-0.30921,-2.00631
"195",3.25417,0,0.31872,-0.47784
"196",1.9688,1,2.10953,-0.36255
"197",0.0543,0,0.71359,0.89647
"198",1.42309,1,1.11106,-0.95095
"199",-1.56122,0,-3.23072,0.66235
"200",-0.66314,0,-0.0776,-1.55963
"201",2.8683,1,2.22877,-1.84107
"202",0.19928,0,-1.90749,2.23654
"203",1.47976,0,-1.08411,0.44404
"204",0.83723,1,0.68534,2.72759
"205",-0.86355,0,1.59857,0.63606
"206",2.15777,0,-3.04358,0.0985
"207",1.16673,1,-1.095,0.34562
"208",2.8553,0,-1.28437,0.43223
"209",0.37609,1,-0.43996,0.01841
"210",-1.61929,0,0.55521,-0.94268
"211",0.0058,1,-0.31059,-2.27723
"212",-0.48254,1,0.37553,0.33878
"213",0.05095,1,-0.91665,-0.85715
"214",-0.5975,0,1.07663,-0.25357
"215",1.05024,0,-1.12332,-1.21168
"216",-1.06878,1,-0.32063,-0.68534
"217",0.09884,1,-0.26475,-0.11674
"218",2.69216,0,1.61103,0.5383
"219",1.69002,0,0.25294,0.62302
"220",0.52897,0,0.36547,0.93868
"221",0.28488,0,0.22059,0.58086
"222",2.3185,0,0.84491,-1.78383
"223",-0.99433,1,-0.18232,0.81399
"224",0.50124,1,0.28218,-1.06516
"225",-0.06817,1,0.06982,1.02437
"226",3.05011,0,-1.14713,-0.34812
"227",-0.55654,0,-0.57745,-0.8218
"228",1.70393,1,-0.80235,0.3148
"229",1.36537,0,-0.24937,-1.33424
"230",-1.62475,1,-1.21158,0.31632
"231",0.11504,1,1.10547,-0.56327
"232",0.4072,1,-1.41213,-0.39303
"233",-0.09127,1,1.10309,1.12228
"234",-0.87698,1,-0.38019,-0.41159
"235",-0.82712,1,-0.24028,-0.46379
"236",-1.16125,1,0.92877,-0.18806
"237",-1.38054,1,-0.66717,1.73041
"238",1.2528,1,-0.85385,-0.12716
"239",0.56315,0,0.27979,-1.35583
"240",1.01097,1,-0.69318,0.05833
"241",1.81279,1,-0.53502,0.98762
"242",1.17416,0,0.3997,0.15983
"243",0.49395,0,0.02064,-0.76598
"244",1.84717,0,-0.09703,0.46965
"245",1.25543,0,1.00593,0.24183
"246",0.87119,0,0.64499,0.28987
"247",1.92017,1,-1.53174,-0.46467
"248",0.69283,0,0.11497,-0.24486
"249",1.58188,1,0.92048,0.87275
"250",3.0433,0,0.7113,1.24398
"251",1.08571,1,0.85054,-0.27656
"252",2.02327,0,0.14475,0.1254
"253",0.6677,0,-0.27803,-1.35881
"254",-0.01157,1,-0.22473,-0.90827
"255",2.13718,0,0.45084,1.44271
"256",0.54573,0,0.02536,1.4642
"257",1.44375,1,-0.58278,-1.04966
"258",-1.23407,1,0.07132,-0.42996
"259",-0.47544,0,1.5584,-0.18155
"260",0.1908,1,0.5396,-0.88048
"261",2.91485,0,-0.36578,-0.32803
"262",-0.17761,1,-1.7732,2.99256
"263",2.10529,1,0.82452,0.24092
"264",-0.43639,0,-0.19488,-1.61142
"265",-0.51284,1,-0.22757,0.03959
"266",0.65357,1,1.42519,-0.91115
"267",-0.59505,1,-1.43603,-1.13498
"268",-0.15014,0,-0.75034,-0.46004
"269",0.9165,1,-1.1514,1.69769
"270",1.6887,0,-0.6042,1.54839
"271",0.39436,0,-0.28643,0.85431
"272",0.69083,1,-0.46595,-1.71477
"273",-0.293,1,-0.16675,-0.89301
"274",1.94782,0,0.24118,1.93514
"275",-0.44004,1,1.03879,-1.30457
"276",0.30026,1,-0.91953,0.69848
"277",-0.62832,1,0.42012,1.7902
"278",-1.2511,1,-1.22742,-0.08159
"279",1.09119,0,-2.51394,1.61143
"280",1.22044,1,0.49322,1.68633
"281",-0.57398,1,-0.58574,0.05091
"282",-0.10814,0,-0.16207,1.47658
"283",-0.49848,1,0.43504,0.10488
"284",1.63705,1,-1.70474,-1.05165
"285",0.28122,1,1.21272,0.64865
"286",-0.01721,1,1.3214,1.68359
"287",2.68506,0,1.27993,-0.644
"288",0.77365,0,0.83527,-1.32795
"289",1.51589,0,0.29905,0.02643
"290",0.84015,1,-0.36768,-0.6486
"291",0.69102,1,1.04705,2.58491
"292",1.06528,1,-0.12138,-0.71521
"293",0.51457,1,0.57737,-0.91349
"294",0.3114,0,0.39855,0.23884
"295",1.19274,1,0.48469,-0.82353
"296",0.3242,0,1.41224,-1.55794
"297",0.30144,1,0.74733,0.03073
"298",0.25852,1,1.05218,-0.25287
"299",-1.31737,0,0.47838,-1.09591
"300",1.15462,0,-0.50435,-0.45142
"301",0.50869,1,0.262,-0.36056
"302",0.6506,0,0.32326,1.15244
"303",0.65119,1,-0.15898,1.18942
"304",-0.49398,0,1.46132,-0.76522
"305",1.28409,1,-0.3796,-1.29734
"306",5.55238,0,-0.03621,-1.47851
"307",-0.67269,1,0.03791,-1.83008
"308",-0.17809,0,0.01532,-0.95872
"309",1.48777,1,-0.08115,0.11883
"310",-1.01227,1,0.47518,-1.42391
"311",1.08116,1,-0.14163,-1.10433
"312",1.14183,0,1.20722,1.25988
"313",1.56661,0,0.8043,0.62057
"314",-0.92661,1,1.23866,-1.64341
"315",-1.5459,1,-0.23507,0.98874
"316",-0.34145,0,0.4613,-0.10133
"317",-0.03278,0,0.68318,-1.55199
"318",2.72448,1,-1.48144,-0.73134
"319",0.97458,0,-2.03895,0.30522
"320",1.43384,1,1.71336,-1.80341
"321",1.75803,1,-0.44024,0.20144
"322",1.68445,0,-0.22509,0.04725
"323",1.20329,1,0.09364,-1.41215
"324",-2.39336,1,-0.39767,-0.06021
"325",2.78326,0,1.51135,-1.05799
"326",-0.59769,1,2.01614,-0.41262
"327",1.47611,1,0.69156,-0.94681
"328",0.39498,1,-0.36424,1.11811
"329",-0.63189,1,1.06037,0.75303
"330",-1.60399,0,-0.25683,0.53233
"331",0.08716,1,-0.91333,-1.52436
"332",-1.01074,0,0.03333,-1.1051
"333",-0.08219,1,-0.89861,-0.55463
"334",-1.02098,1,1.12805,-1.88866
"335",0.68049,0,0.72239,1.80199
"336",1.82932,0,-0.13466,0.22233
"337",0.23505,0,0.82993,0.53377
"338",2.1168,0,2.03958,0.23378
"339",0.22284,1,-0.41835,-1.30087
"340",-1.74707,1,2.5205,0.44424
"341",-0.21697,0,0.32297,-0.38763
"342",3.11988,0,0.58271,-0.16946
"343",1.37664,0,-0.62327,1.55317
"344",-1.2866,1,-1.70327,0.19117
"345",-0.06075,1,0.4198,1.05876
"346",-1.6987,1,-1.21695,0.33726
"347",3.25438,1,0.0012,1.30859
"348",1.99111,0,-1.42088,-0.99026
"349",0.89161,0,-0.11415,-1.81323
"350",-0.32471,0,0.5473,1.61725
"351",0.35872,1,0.12385,0.25781
"352",0.70261,1,-1.33227,-0.93616
"353",1.28584,1,0.98909,-0.27925
"354",0.80064,0,-1.54827,-1.18213
"355",0.41653,0,1.43379,1.33901
"356",-0.70968,1,0.13402,1.10062
"357",0.72572,1,-1.03199,2.02645
"358",1.61668,0,0.01488,1.27445
"359",0.63715,0,-2.07399,-1.10354
"360",0.71713,0,-0.34998,-0.47541
"361",-0.39647,1,2.15594,1.61325
"362",0.04986,1,0.17868,1.47161
"363",0.49311,1,0.85577,0.41802
"364",-0.12185,1,-0.35927,-0.05069
"365",1.35681,0,0.32574,-1.16185
"366",3.05748,0,0.90506,-0.27623
"367",-0.3647,0,-1.51561,0.6251
"368",0.55777,1,-0.40677,-0.02027
"369",2.67775,0,0.71736,-0.0179
"370",-0.95726,0,-0.103,1.59703
"371",1.16478,0,0.32983,0.67898
"372",-1.14533,0,2.06559,-0.17815
"373",-1.02307,0,0.37056,-0.19701
"374",1.19357,1,-1.08987,-0.51829
"375",0.34184,1,-1.26292,0.98989
"376",-0.32213,1,-2.05192,1.57887
"377",-1.18699,0,-0.07891,0.19985
"378",0.26359,1,0.45065,-1.43045
"379",-0.63938,1,-0.64478,0.62838
"380",2.89757,0,-1.35626,0.66686
"381",-0.57794,0,-0.27654,-0.3703
"382",0.74731,1,1.6523,-0.16265
"383",2.70333,1,-0.15297,-0.40582
"384",-0.84215,0,0.34895,-1.44747
"385",-0.45883,1,0.34623,-0.45616
"386",-0.05649,0,0.47007,0.79334
"387",0.80693,1,-0.52824,0.58733
"388",-0.49151,1,1.50283,0.53048
"389",2.0967,1,-1.80331,0.85047
"390",-1.7966,0,-0.54109,-0.29339
"391",0.68103,1,2.21248,0.74635
"392",-0.30453,1,0.22249,1.06277
"393",-0.3947,0,0.52404,-0.96289
"394",-0.47447,0,-1.42741,0.11343
"395",1.32156,0,1.11526,0.65913
"396",0.36242,1,0.06442,0.31647
"397",-0.5861,0,-1.98146,-1.45199
"398",-0.95922,0,-0.17478,0.58078
"399",2.51542,1,0.62448,-0.55762
"400",-1.24533,1,-0.25896,0.48444
"401",2.91053,0,-1.35687,-0.99028
"402",0.93784,0,0.50689,0.07715
"403",0.76528,0,0.98824,-0.37993
"404",-0.36146,1,0.02981,-0.31939
"405",-0.55864,0,0.15972,-2.60774
"406",1.48925,0,-0.55033,-1.0203
"407",3.1348,0,0.07942,0.00959
"408",0.11341,1,-0.64828,1.41717
"409",2.32536,0,1.25204,0.94186
"410",2.85985,0,-0.95667,0.83015
"411",0.28233,1,0.41484,0.00703
"412",0.55327,1,-1.33463,-0.81563
"413",0.475,1,1.10476,-0.05842
"414",0.61088,0,-0.03713,0.28173
"415",-2.6861,1,-1.5834,-0.65187
"416",0.34571,1,-1.38827,-0.3699
"417",2.10537,0,0.25003,-0.03412
"418",1.84211,1,-0.24472,1.84157
"419",0.20157,1,0.64017,0.43178
"420",2.66741,1,-0.33072,0.68314
"421",1.08002,0,0.68105,-2.35523
"422",-0.00973,0,1.50548,-0.48642
"423",-0.26062,1,0.53046,-1.07645
"424",-1.54237,1,-1.59629,0.53923
"425",0.44898,1,0.18679,-1.71387
"426",-0.02261,1,-0.72244,-1.16212
"427",-2.05921,0,0.0459,-0.22845
"428",-0.03656,0,0.41985,-1.94439
"429",2.7307,0,0.54459,-1.07037
"430",-0.46374,1,0.13337,0.86795
"431",1.02462,1,-0.3278,-1.06148
"432",0.72759,1,-0.48035,-0.87516
"433",0.60802,0,0.87513,0.45242
"434",3.02436,0,-1.71776,-0.19605
"435",-1.86651,0,0.13086,-0.8758
"436",0.42219,0,0.03342,-1.25845
"437",0.30155,0,-0.69859,-0.18896
"438",1.06471,1,1.48519,0.06156
"439",-0.95712,1,-0.55544,-0.53497
"440",-1.04506,1,-0.55052,1.48262
"441",-0.00103,0,-0.43659,1.00803
"442",-0.41827,1,-0.40113,-1.29088
"443",-0.29707,1,-1.64197,-1.33803
"444",0.41863,1,0.35875,-0.77126
"445",1.1049,0,-1.68689,3.22963
"446",-0.21114,1,-0.66532,-1.31631
"447",-1.0234,1,0.33405,0.77753
"448",1.29074,1,-0.78329,-0.40583
"449",1.12885,0,0.034,0.39249
"450",3.97735,0,1.86515,0.34205
"451",-0.23194,0,-0.40258,0.21194
"452",-2.14555,0,0.28678,0.36198
"453",1.13716,0,0.39044,-1.0896
"454",-1.3071,0,-0.48157,0.03637
"455",-0.01049,1,0.31484,-0.27355
"456",0.60903,1,-1.08157,0.06639
"457",-1.57807,1,-1.07967,-0.66777
"458",0.27167,0,1.92685,0.4154
"459",4.43653,0,1.29014,-0.3478
"460",-0.39873,0,0.15304,-0.25653
"461",0.80489,0,-0.39385,1.15907
"462",0.68102,0,-0.3486,1.01823
"463",-0.09729,1,-0.04413,-2.46137
"464",-1.21242,0,0.53589,-0.80327
"465",3.30256,0,-0.83172,0.24002
"466",1.77307,1,-1.21692,-0.18569
"467",0.08267,1,1.27306,0.65033
"468",0.43601,0,-1.7084,0.04338
"469",2.48662,0,0.27446,0.49554
"470",1.75704,0,-0.23185,-1.04495
"471",0.09913,0,-0.97313,1.17228
"472",-0.10561,0,-1.15159,-1.82207
"473",-0.45486,1,0.80417,0.58823
"474",1.01244,1,-2.13758,-1.69131
"475",2.04656,0,0.16711,0.2977
"476",0.90975,1,0.48115,0.22648
"477",1.62766,0,-1.25403,0.31754
"478",-0.03545,1,-1.1374,-0.14705
"479",1.15744,1,0.28147,0.00051
"480",0.95012,1,1.07209,-0.70678
"481",0.36673,1,0.6254,0.19797
"482",2.66027,0,0.47291,-0.3323
"483",1.69952,0,0.869,0.28093
"484",0.80621,0,-2.15188,-0.00612
"485",0.3677,1,-1.38377,1.98266
"486",-0.4918,1,-1.09824,-0.19302
"487",1.74992,0,-0.38961,-1.33867
"488",1.26916,1,0.20975,-0.93152
"489",-0.2717,1,1.59568,2.23179
"490",-0.25575,0,1.3558,0.03574
"491",-1.64823,1,-1.09191,-0.32312
"492",2.30982,1,2.61663,1.49068
"493",0.72258,1,1.08336,-0.21374
"494",2.83788,0,-0.85495,-0.63653
"495",-0.82474,0,0.2284,1.26715
"496",-0.90201,1,-0.35569,-1.35893
"497",1.00715,1,-1.55077,-0.50701
"498",-1.67025,0,-0.11634,-0.30503
"499",-0.13459,1,-0.69741,-1.01991
"500",-0.18111,0,0.10464,-0.75165
"501",1.38881,1,0.8985,-0.79447
"502",-2.18628,0,-0.51353,0.81395
"503",0.2655,0,0.4111,-0.48857
"504",-0.18187,0,0.76283,-1.39827
"505",0.41887,0,-2.71558,0.51074
"506",0.10359,0,-0.00865,-0.36731
"507",1.02193,1,-1.84079,0.25713
"508",-0.43586,1,-0.43044,-1.00885
"509",-0.76008,0,0.20186,0.96235
"510",-1.86511,1,-1.61208,0.66377
"511",-1.79179,1,-1.18924,0.60154
"512",-1.20927,1,0.71416,-0.51779
"513",1.45482,1,-0.52872,-0.47705
"514",0.01316,1,-0.70156,1.81637
"515",-0.20045,1,-0.79893,1.8673
"516",0.48078,1,0.17015,2.49029
"517",1.59219,0,-0.78027,0.74055
"518",0.59694,0,0.04277,-0.03169
"519",0.66078,0,-0.47144,0.70722
"520",2.73895,0,1.76296,1.12406
"521",-2.5896,1,0.33972,-1.32091
"522",-1.53565,1,-0.93733,0.83836
"523",-0.49743,1,-1.02278,1.27081
"524",0.95992,1,0.46078,-1.59122
"525",0.8679,1,-0.12875,1.00854
"526",1.54499,0,-1.94717,0.43033
"527",0.7673,0,-0.54502,0.37413
"528",-0.01745,0,0.29754,1.30838
"529",-0.54476,1,0.71923,0.77792
"530",-0.20753,1,-2.53105,-1.38843
"531",-0.33549,0,-0.73015,1.11528
"532",-0.46472,1,0.43192,-1.88201
"533",-1.99767,0,0.26478,0.91436
"534",0.51718,0,-2.04797,-0.09363
"535",-1.45026,1,0.39888,1.27858
"536",-0.21974,0,0.55749,-1.05066
"537",0.26193,1,-0.19497,-0.78832
"538",-0.40432,0,0.14112,-0.06727
"539",1.06101,1,0.11951,-0.73075
"540",-0.88547,0,3.05662,0.99993
"541",0.02905,1,0.95011,-2.27385
"542",2.13473,0,-0.24836,0.14051
"543",1.13957,0,-0.62793,0.44914
"544",0.07563,0,-0.6105,-0.3493
"545",0.84852,1,1.33979,-2.0098
"546",1.1354,0,-1.03619,0.51923
"547",0.4877,0,-0.80951,1.41755
"548",-0.09071,1,-0.59186,0.71565
"549",0.95254,1,0.44729,-0.52476
"550",2.16053,0,-0.13386,-0.08569
"551",0.39597,1,1.21235,0.8082
"552",-1.42062,1,-0.61841,-0.3838
"553",-0.31105,0,-2.0135,-0.83884
"554",1.66782,1,-0.62278,0.70208
"555",0.72229,1,0.17405,1.10294
"556",1.39593,0,0.29089,-0.24654
"557",1.22858,0,0.02825,-1.03572
"558",0.60303,0,-1.34171,-0.98874
"559",0.39083,1,0.45499,0.63146
"560",0.29801,1,-0.35662,-0.57672
"561",-0.69483,1,0.54931,0.96087
"562",0.19718,0,-0.73502,0.5921
"563",-0.03095,1,0.87139,0.70138
"564",2.69231,0,1.00689,0.95222
"565",-0.59507,0,-0.67359,-0.14722
"566",1.04342,1,-0.2111,-0.78858
"567",1.01071,1,-0.53507,0.16348
"568",-0.90998,1,-0.86606,-0.56287
"569",-0.77603,1,-0.67915,-1.10362
"570",1.10956,1,-1.69281,1.0199
"571",0.15047,0,-1.47116,-1.42401
"572",-1.8201,0,0.08784,-1.80449
"573",0.77774,0,0.70197,-0.067
"574",1.9749,0,-0.46753,-0.39868
"575",0.52808,0,-1.53996,2.75627
"576",-1.70559,0,1.19285,0.57387
"577",0.30208,0,0.37625,-0.79562
"578",1.50491,0,-1.35041,-1.41632
"579",1.43617,0,0.33636,-1.39819
"580",0.42124,0,-1.84422,-0.68698
"581",-0.40109,0,0.61813,-0.00705
"582",2.04264,0,-0.18641,0.51954
"583",1.97338,1,0.45974,-1.97657
"584",-1.83885,0,-1.04744,-0.19632
"585",1.49001,1,0.28761,-0.36807
"586",0.86207,0,1.18976,1.66168
"587",0.74929,1,2.23946,0.10129
"588",-2.25083,0,0.7167,-0.65111
"589",-0.83507,0,-0.6708,0.86806
"590",0.33447,0,-0.79492,-0.27887
"591",-0.93195,0,-0.73751,-0.50374
"592",-0.58414,1,-0.87086,0.06329
"593",-0.34375,0,-1.10197,-1.00463
"594",0.13199,1,1.37004,1.43957
"595",1.04943,1,-0.05861,-0.86261
"596",-0.28092,0,0.4105,0.40397
"597",0.42933,0,-0.14087,0.6518
"598",0.28033,1,-1.12463,0.41669
"599",-2.10721,1,-1.62788,2.92462
"600",-1.28548,1,0.41497,-0.62811
"601",1.82164,1,-0.19669,-0.31295
"602",-0.8225,1,0.45018,0.62155
"603",-2.41029,0,-0.03599,-2.95254
"604",1.31094,1,0.94986,0.06946
"605",0.62478,1,0.37178,-0.30615
"606",1.88252,1,-2.65625,-1.34011
"607",0.95292,1,0.69577,0.75417
"608",-1.38931,0,0.25447,0.93636
"609",0.47196,0,1.65823,0.65167
"610",1.00491,0,-0.11117,0.12919
"611",-0.44568,1,-0.18933,0.97966
"612",-0.77957,0,0.73346,-0.68474
"613",1.39614,0,-0.15465,-0.03236
"614",1.47649,0,1.55577,-1.83527
"615",-0.90365,1,0.76132,-0.61032
"616",-0.8208,1,-0.25438,-0.68533
"617",-0.2554,1,2.31745,-0.39633
"618",1.70601,0,-0.15821,-0.31481
"619",1.42836,1,0.6622,0.87909
"620",0.08331,1,0.50467,-0.7484
"621",-0.62522,1,-1.70855,-0.17173
"622",-0.19517,1,-0.62445,-1.72299
"623",-1.19352,1,-0.72524,-0.54854
"624",-0.30696,0,0.05473,0.65933
"625",0.27055,0,-1.27507,-0.26924
"626",1.39102,0,0.48618,0.48552
"627",0.53877,0,-0.81244,0.75181
"628",2.19014,0,-0.2062,-0.5672
"629",-0.32453,0,0.19588,0.27771
"630",-0.45668,1,0.07573,-0.39881
"631",-1.58246,1,1.00156,-0.44639
"632",0.35421,1,0.21345,0.16469
"633",0.66979,0,0.79199,0.96075
"634",-1.03072,1,-1.79483,0.08293
"635",0.73433,1,0.52955,-0.14608
"636",-0.2539,0,-2.19024,0.29357
"637",-0.51489,0,0.36273,-0.80619
"638",0.50754,1,-2.07541,1.74957
"639",-0.57794,1,0.41202,0.23521
"640",0.09052,0,0.23917,1.44834
"641",2.02086,0,-1.55959,0.74086
"642",0.31311,1,2.21626,0.19308
"643",-0.37308,1,0.67064,0.10565
"644",1.74349,1,1.01939,-0.57461
"645",-0.25496,1,0.14159,-0.24217
"646",-0.72585,1,-0.82753,-1.79229
"647",0.51811,1,1.10684,-0.17233
"648",0.11633,1,-0.18823,1.00899
"649",-0.40198,1,0.66833,1.05278
"650",1.4355,0,0.12811,1.40072
"651",0.57424,1,0.49775,0.76678
"652",1.25747,1,-1.04452,-1.5039
"653",-0.54233,1,-1.07579,-0.82504
"654",0.74506,0,1.1514,0.39542
